symbol,direction,open_time,close_time,status,open_price,close_price,sl,tp,lot,sl_pips,risk_usd,risk_pct,pnl_pips,pnl_usd
SP500,SELL,2026-01-02 16:39:00+00:00,2026-01-02 16:47:00+00:00,sl,6876.0,6884.19467,6884.19467,6855.51333,0.30000000000000004,81.9,2.11,0.208,-85.55,-2.11
NAS100,BUY,2026-01-02 16:56:00+00:00,2026-01-02 17:10:00+00:00,sl,25582.57,25516.55897,25516.55897,25731.09482,0.1,660.1,6.6,0.654,-668.11,-6.6
USDJPY,SELL,2026-01-02 17:02:00+00:00,2026-01-05 01:53:00+00:00,sl,156.8065,157.01253,157.01253,156.1884,0.02,20.6,2.23,0.22,-22.5,-2.23
SP500,SELL,2026-01-02 17:04:00+00:00,2026-01-02 17:14:00+00:00,sl,6895.75,6876.7,6876.7,6863.01333,0.2,130.9,2.25,0.223,186.9,3.28
GBPAUD,BUY,2026-01-02 17:20:00+00:00,2026-01-02 18:12:00+00:00,tp,2.01339,2.0189,2.01732,2.0189,0.02,20.0,2.47,0.245,53.31,6.79
NAS100,SELL,2026-01-02 17:38:00+00:00,2026-01-02 17:58:00+00:00,sl,25355.27,25220.72,25220.72,25081.96945,0.1,1214.7,12.15,1.207,1337.5,13.45
GBPUSD,BUY,2026-01-02 17:52:00+00:00,2026-01-02 18:47:00+00:00,sl,1.34943,1.34767,1.34767,1.35428,0.01,17.6,1.52,0.151,-19.22,-1.52
EURUSD,BUY,2026-01-02 17:57:00+00:00,2026-01-02 18:40:00+00:00,sl,1.17525,1.17417,1.17417,1.17852,0.02,10.9,1.87,0.186,-12.17,-1.87
UKOUSD,SELL,2026-01-02 18:42:00+00:00,2026-01-02 21:11:00+00:00,sl,60.5585,61.1465,61.1465,59.5295,0.01,58.8,5.06,0.492,-62.1,-5.06
GBPAUD,BUY,2026-01-02 18:48:00+00:00,2026-01-02 19:13:00+00:00,sl,2.01691,2.0145,2.0145,2.02353,0.01,24.1,1.48,0.145,-25.89,-1.48
NAS100,SELL,2026-01-02 18:48:00+00:00,2026-01-05 10:16:00+00:00,sl,25184.62,25363.3825,25363.3825,24782.40438,0.1,1787.6,17.88,1.741,-1795.63,-17.88
GBPAUD,BUY,2026-01-02 19:17:00+00:00,2026-01-02 21:07:00+00:00,sl,2.01497,2.01252,2.01252,2.02171,0.01,24.5,1.51,0.147,-26.29,-1.51
Nikkei225,BUY,2026-01-05 01:01:00+00:00,2026-01-05 01:11:00+00:00,sl,51208.0,51026.3125,51026.3125,51753.0625,2.0,1816.9,1.82,0.178,-1946.88,-1.82
Nikkei225,BUY,2026-01-05 01:14:00+00:00,2026-01-05 01:42:00+00:00,sl,51028.0,50846.3125,50846.3125,51573.0625,2.0,1816.9,1.82,0.179,-1946.88,-1.82
Nikkei225,BUY,2026-01-05 01:45:00+00:00,2026-01-05 02:01:00+00:00,sl,50868.0,51424.3,51424.3,51602.90625,2.0,2449.7,2.45,0.241,5433.0,5.56
Nikkei225,BUY,2026-01-05 02:24:00+00:00,2026-01-05 17:29:00+00:00,sl,51538.0,52089.3,52089.3,52441.65625,1.0,3012.2,1.51,0.148,5383.0,2.76
UKOUSD,SELL,2026-01-05 09:08:00+00:00,2026-01-05 10:21:00+00:00,sl,60.7825,60.5115,60.5115,60.21812,0.01,32.3,2.77,0.272,23.8,2.33
GBPUSD,SELL,2026-01-05 10:05:00+00:00,2026-01-05 10:22:00+00:00,sl,1.34228,1.34362,1.34362,1.3386,0.02,13.4,2.3,0.226,-14.97,-2.3
Nikkei225,BUY,2026-01-06 01:03:00+00:00,2026-01-06 01:31:00+00:00,sl,52222.75,52129.96562,52129.96562,52501.10312,5.0,927.8,2.32,0.231,-1057.84,-2.32
Nikkei225,BUY,2026-01-06 03:21:00+00:00,2026-01-06 08:33:00+00:00,sl,52172.75,52604.05,52604.05,52835.00938,2.0,2207.5,2.21,0.221,4183.0,4.31
UKOUSD,BUY,2026-01-06 11:38:00+00:00,2026-01-06 17:04:00+00:00,sl,62.3855,61.7888,61.7888,63.42972,0.01,59.7,5.13,0.511,-62.97,-5.13
EURUSD,SELL,2026-01-06 13:00:00+00:00,2026-01-06 15:35:00+00:00,sl,1.17107,1.17107,1.17107,1.16792,0.02,10.5,1.8,0.179,-1.3,-0.0
GBPUSD,SELL,2026-01-06 13:14:00+00:00,2026-01-06 15:36:00+00:00,sl,1.35258,1.35216,1.35216,1.34839,0.01,15.3,1.31,0.131,2.65,0.37
DJ30,BUY,2026-01-06 14:00:00+00:00,2026-01-06 16:33:00+00:00,sl,48933.1,49038.7,49038.7,49139.32356,0.1,749.9,6.45,0.642,1045.0,9.08
SP500,BUY,2026-01-06 14:42:00+00:00,2026-01-06 15:50:00+00:00,sl,6908.99,6903.05633,6903.05633,6923.82417,0.4,59.3,2.04,0.203,-62.94,-2.04
EU50,BUY,2026-01-06 16:10:00+00:00,2026-01-06 21:14:00+00:00,sl,5931.61,5950.91,5950.91,5979.31,0.1,159.0,1.59,0.158,180.0,1.93
SP500,BUY,2026-01-06 16:22:00+00:00,2026-01-06 16:32:00+00:00,sl,6906.49,6915.43,6915.43,6922.30708,0.4,63.3,2.18,0.217,85.8,3.08
SP500,BUY,2026-01-06 16:39:00+00:00,2026-01-06 16:50:00+00:00,sl,6912.74,6924.18,6924.18,6930.38,0.4,70.6,2.43,0.239,110.8,3.94
DJ30,BUY,2026-01-06 16:46:00+00:00,2026-01-06 18:30:00+00:00,sl,49067.1,49259.35,49259.35,49449.67524,0.1,1391.2,11.96,1.178,1911.5,16.53
SP500,BUY,2026-01-06 17:10:00+00:00,2026-01-06 17:52:00+00:00,sl,6934.74,6925.40783,6925.40783,6958.07042,0.30000000000000004,93.3,2.41,0.237,-96.92,-2.41
NZDUSD,SELL,2026-01-06 17:33:00+00:00,2026-01-06 19:08:00+00:00,sl,0.57812,0.57812,0.57812,0.57615,0.04,6.6,2.26,0.223,-1.4,-0.0
SP500,BUY,2026-01-06 18:17:00+00:00,2026-01-06 19:36:00+00:00,sl,6919.74,6938.68,6938.68,6952.00417,0.2,129.1,2.22,0.219,185.8,3.26
DJ30,BUY,2026-01-06 18:33:00+00:00,2026-01-06 22:06:00+00:00,sl,49243.1,49547.7,49547.7,49844.49327,0.1,2186.9,18.81,1.828,3035.0,26.2
UKOUSD,SELL,2026-01-06 19:37:00+00:00,2026-01-06 21:23:00+00:00,sl,61.5725,60.9925,60.9925,60.35188,0.01,69.7,6.0,0.582,54.7,4.99
SP500,BUY,2026-01-06 19:44:00+00:00,2026-01-07 16:47:00+00:00,sl,6939.24,6961.13,6961.13,6976.47708,0.2,148.9,2.56,0.248,215.3,3.77
GER40,BUY,2026-01-07 08:07:00+00:00,2026-01-07 10:04:00+00:00,sl,24986.9,25041.8,25041.8,25069.4,0.1,330.0,3.3,0.31,533.0,5.49
UKOUSD,SELL,2026-01-07 09:00:00+00:00,2026-01-07 10:19:00+00:00,sl,60.2695,60.5947,60.5947,59.7004,0.01,32.5,2.8,0.263,-35.82,-2.8
EU50,BUY,2026-01-07 09:22:00+00:00,2026-01-07 10:00:00+00:00,sl,5951.01,5940.51,5940.51,5982.51,0.2,105.0,2.1,0.197,-118.0,-2.1
GBPUSD,SELL,2026-01-07 10:18:00+00:00,2026-01-07 12:28:00+00:00,sl,1.34888,1.35009,1.35009,1.34552,0.02,12.2,2.1,0.196,-13.8,-2.1
USDJPY,BUY,2026-01-07 10:23:00+00:00,2026-01-08 03:48:00+00:00,sl,156.515,156.905,156.905,157.12246,0.02,20.2,2.19,0.205,37.1,4.21
EU50,SELL,2026-01-07 11:37:00+00:00,2026-01-08 14:43:00+00:00,sl,5925.71,5900.91,5900.91,5862.71,0.1,210.0,2.1,0.197,235.0,2.48
GBPUSD,SELL,2026-01-07 12:29:00+00:00,2026-01-07 15:41:00+00:00,sl,1.34999,1.34974,1.34974,1.34648,0.02,12.8,2.2,0.207,0.9,0.43
NAS100,BUY,2026-01-07 14:38:00+00:00,2026-01-07 15:44:00+00:00,sl,25600.55,25633.4,25633.4,25683.56011,0.1,368.9,3.69,0.347,320.5,3.29
NAS100,BUY,2026-01-07 15:52:00+00:00,2026-01-07 16:35:00+00:00,sl,25623.05,25662.15,25662.15,25705.76232,0.1,367.6,3.68,0.344,383.0,3.91
GBPAUD,SELL,2026-01-07 16:38:00+00:00,2026-01-07 16:59:00+00:00,sl,2.00097,2.00267,2.00267,1.99633,0.02,16.9,2.08,0.195,-18.71,-2.08
NAS100,BUY,2026-01-07 16:46:00+00:00,2026-01-07 17:01:00+00:00,sl,25710.3,25657.72279,25657.72279,25828.59871,0.1,525.8,5.26,0.491,-533.77,-5.26
NAS100,BUY,2026-01-07 17:04:00+00:00,2026-01-07 17:36:00+00:00,sl,25683.8,25737.4,25737.4,25815.49945,0.1,585.3,5.85,0.548,528.0,5.36
NAS100,BUY,2026-01-07 18:11:00+00:00,2026-01-07 19:45:00+00:00,sl,25758.8,25833.65,25833.65,25939.7546,0.1,804.2,8.04,0.75,740.5,7.49
EURUSD,SELL,2026-01-07 18:20:00+00:00,2026-01-08 17:12:00+00:00,sl,1.16855,1.16681,1.16681,1.16476,0.02,12.6,2.18,0.203,16.1,2.99
GBPAUD,SELL,2026-01-07 19:44:00+00:00,2026-01-08 04:19:00+00:00,sl,2.00199,2.00387,2.00387,1.99681,0.02,18.8,2.32,0.217,-20.65,-2.32
UKOUSD,SELL,2026-01-08 09:15:00+00:00,2026-01-08 10:03:00+00:00,sl,60.5895,60.3945,60.3945,60.1695,0.01,24.0,2.06,0.191,16.2,1.68
GBPAUD,BUY,2026-01-08 10:03:00+00:00,2026-01-08 10:29:00+00:00,sl,2.00741,2.00557,2.00557,2.01247,0.02,18.4,2.27,0.209,-20.2,-2.27
UKOUSD,SELL,2026-01-08 10:08:00+00:00,2026-01-08 11:41:00+00:00,sl,60.4245,60.708,60.708,59.92838,0.01,28.3,2.44,0.225,-31.65,-2.44
NAS100,BUY,2026-01-08 14:05:00+00:00,2026-01-08 15:21:00+00:00,sl,25603.65,25654.75,25654.75,25715.69504,0.1,498.0,4.98,0.461,503.0,5.11
UKOUSD,BUY,2026-01-08 15:22:00+00:00,2026-01-08 16:20:00+00:00,sl,61.2785,61.5445,61.5445,61.88015,0.01,34.4,2.96,0.272,23.3,2.29
NAS100,BUY,2026-01-08 15:37:00+00:00,2026-01-08 16:31:00+00:00,sl,25639.65,25587.10588,25587.10588,25757.87426,0.1,525.4,5.25,0.483,-533.44,-5.25
GBPAUD,BUY,2026-01-08 16:30:00+00:00,2026-01-08 17:09:00+00:00,sl,2.00782,2.0062,2.0062,2.01228,0.02,16.2,2.0,0.184,-18.02,-2.0
NAS100,SELL,2026-01-08 16:31:00+00:00,2026-01-08 16:41:00+00:00,sl,25583.85,25511.2,25511.2,25411.05496,0.1,768.0,7.68,0.709,718.5,7.27
SP500,SELL,2026-01-08 16:38:00+00:00,2026-01-08 17:08:00+00:00,sl,6915.63,6925.80567,6925.80567,6890.19083,0.30000000000000004,101.8,2.63,0.242,-105.36,-2.63
NAS100,SELL,2026-01-08 16:50:00+00:00,2026-01-08 23:38:00+00:00,sl,25480.6,25564.80956,25564.80956,25291.12849,0.1,842.1,8.42,0.772,-850.1,-8.42
DJ30,BUY,2026-01-08 17:55:00+00:00,2026-01-09 17:28:00+00:00,sl,49179.1,49488.7,49488.7,49785.26346,0.1,2204.2,18.96,1.74,3085.0,26.63
NZDUSD,SELL,2026-01-08 18:02:00+00:00,2026-01-08 23:43:00+00:00,sl,0.57532,0.57532,0.57532,0.57364,0.05,5.6,2.4,0.22,-1.4,-0.0
UKOUSD,BUY,2026-01-08 18:26:00+00:00,2026-01-08 20:30:00+00:00,sl,61.4975,61.8955,61.8955,62.25875,0.01,43.5,3.74,0.343,36.5,3.42
USDJPY,BUY,2026-01-08 20:52:00+00:00,2026-01-09 04:43:00+00:00,sl,156.8765,157.2225,157.2225,157.49829,0.02,20.7,2.24,0.205,32.7,3.74
GER40,BUY,2026-01-09 08:43:00+00:00,2026-01-09 09:04:00+00:00,sl,25218.0,25184.08333,25184.08333,25302.79167,0.1,339.2,3.39,0.312,-355.17,-3.39
UKOUSD,BUY,2026-01-09 09:14:00+00:00,2026-01-09 10:03:00+00:00,sl,63.0435,62.7768,62.7768,63.51023,0.01,26.7,2.29,0.211,-29.97,-2.29
NZDUSD,SELL,2026-01-09 10:02:00+00:00,2026-01-09 15:30:00+00:00,tp,0.5733,0.5721,0.5733,0.5721,0.07,4.0,2.42,0.223,10.65,7.25
USDJPY,BUY,2026-01-09 10:02:00+00:00,2026-01-09 16:13:00+00:00,sl,157.509,157.8335,157.8335,158.05784,0.02,18.3,1.98,0.182,30.55,3.5
UKOUSD,BUY,2026-01-09 12:46:00+00:00,2026-01-09 16:17:00+00:00,sl,62.6235,63.2905,63.2905,63.63465,0.01,57.8,4.97,0.459,63.4,5.74
GBPAUD,BUY,2026-01-09 14:25:00+00:00,2026-01-09 15:30:00+00:00,sl,2.00874,2.00946,2.00946,2.01277,0.03,14.6,2.71,0.25,5.4,1.33
GBPAUD,SELL,2026-01-09 15:30:00+00:00,2026-01-09 15:51:00+00:00,sl,2.0085,2.00712,2.00712,2.00343,0.02,18.4,2.27,0.208,12.05,1.71
NAS100,BUY,2026-01-09 15:45:00+00:00,2026-01-09 16:18:00+00:00,sl,25644.15,25596.66838,25596.66838,25750.98364,0.1,474.8,4.75,0.435,-482.82,-4.75
NZDUSD,SELL,2026-01-09 16:12:00+00:00,2026-01-09 17:10:00+00:00,tp,0.57318,0.57127,0.57186,0.57127,0.04,6.4,2.19,0.2,17.69,6.57
EURUSD,SELL,2026-01-09 16:31:00+00:00,2026-01-09 17:32:00+00:00,sl,1.16387,1.16302,1.16302,1.15896,0.01,16.4,1.41,0.128,7.25,0.74
GBPUSD,SELL,2026-01-09 16:32:00+00:00,2026-01-09 17:26:00+00:00,sl,1.34149,1.34077,1.34077,1.33415,0.01,26.7,2.29,0.209,5.55,0.62
NZDUSD,SELL,2026-01-09 17:19:00+00:00,2026-01-09 17:31:00+00:00,sl,0.57139,0.57227,0.57227,0.56874,0.03,8.8,2.28,0.206,-10.22,-2.28
USDJPY,BUY,2026-01-09 17:29:00+00:00,2026-01-12 02:34:00+00:00,sl,158.141,157.75868,157.75868,159.28797,0.01,38.2,2.06,0.183,-40.13,-2.06
GBPUSD,SELL,2026-01-09 17:36:00+00:00,2026-01-12 10:02:00+00:00,sl,1.34164,1.34501,1.34501,1.3324,0.01,33.6,2.89,0.256,-35.21,-2.89
UKOUSD,BUY,2026-01-09 17:37:00+00:00,2026-01-12 23:48:00+00:00,sl,63.7335,64.5135,64.5135,65.15888,0.01,81.5,7.01,0.62,74.7,6.71
NZDUSD,SELL,2026-01-09 17:38:00+00:00,2026-01-12 02:12:00+00:00,sl,0.57276,0.5737,0.5737,0.56995,0.03,9.4,2.42,0.214,-10.77,-2.42
EURUSD,BUY,2026-01-12 10:18:00+00:00,2026-01-12 11:53:00+00:00,sl,1.16833,1.16833,1.16833,1.17171,0.02,11.3,1.94,0.173,-1.3,0.0
GBPAUD,BUY,2026-01-12 10:31:00+00:00,2026-01-12 11:24:00+00:00,sl,2.00607,2.00607,2.00607,2.01021,0.03,15.0,2.78,0.248,-1.8,0.0
GBPUSD,BUY,2026-01-12 10:40:00+00:00,2026-01-12 11:46:00+00:00,sl,1.34556,1.34556,1.34556,1.3497,0.02,15.1,2.59,0.231,-1.6,0.0
GBPAUD,BUY,2026-01-12 11:27:00+00:00,2026-01-12 14:47:00+00:00,sl,2.00666,2.00729,2.00729,2.01114,0.02,16.3,2.0,0.179,4.45,0.77
EU50,BUY,2026-01-12 12:45:00+00:00,2026-01-12 16:40:00+00:00,sl,5998.5,6020.8,6020.8,6054.75,0.1,187.5,1.88,0.167,210.0,2.23
EURUSD,BUY,2026-01-12 12:51:00+00:00,2026-01-12 16:12:00+00:00,sl,1.1684,1.1684,1.1684,1.1716,0.03,10.7,2.75,0.245,-1.3,0.0
SP500,BUY,2026-01-12 14:37:00+00:00,2026-01-12 16:32:00+00:00,tp,6931.56,6948.54375,6945.63,6948.54375,0.4,67.9,2.34,0.208,166.24,5.84
NAS100,BUY,2026-01-12 15:15:00+00:00,2026-01-12 16:31:00+00:00,sl,25597.35,25651.95,25651.95,25706.2682,0.1,484.1,4.84,0.431,538.0,5.46
NAS100,BUY,2026-01-12 16:41:00+00:00,2026-01-12 17:26:00+00:00,sl,25729.85,25788.7,25788.7,25874.87574,0.1,644.6,6.45,0.567,580.5,5.89
SP500,BUY,2026-01-12 17:12:00+00:00,2026-01-12 20:23:00+00:00,sl,6963.44,6980.38,6980.38,6991.37875,0.2,111.8,1.92,0.169,165.8,2.91
GBPUSD,BUY,2026-01-12 17:30:00+00:00,2026-01-12 19:19:00+00:00,sl,1.34742,1.34594,1.34594,1.3515,0.02,14.8,2.55,0.224,-16.45,-2.55
EURUSD,BUY,2026-01-12 17:31:00+00:00,2026-01-12 19:23:00+00:00,sl,1.16792,1.16689,1.16689,1.17103,0.03,10.4,2.68,0.234,-11.67,-2.68
NAS100,BUY,2026-01-12 19:20:00+00:00,2026-01-13 03:36:00+00:00,sl,25818.6,25721.98235,25721.98235,26035.98971,0.1,966.2,9.66,0.848,-974.18,-9.66
SP500,BUY,2026-01-12 20:34:00+00:00,2026-01-13 02:01:00+00:00,sl,6979.69,6970.02417,6970.02417,7003.85458,0.30000000000000004,96.7,2.49,0.219,-100.26,-2.49
Nikkei225,BUY,2026-01-13 01:07:00+00:00,2026-01-13 01:45:00+00:00,sl,54048.75,53949.75,53949.75,54345.75,5.0,990.0,2.48,0.216,-1120.0,-2.48
UKOUSD,BUY,2026-01-13 09:40:00+00:00,2026-01-13 11:17:00+00:00,sl,64.5575,64.9045,64.9045,65.27412,0.01,40.9,3.52,0.311,31.4,2.99
EU50,BUY,2026-01-13 10:15:00+00:00,2026-01-13 12:14:00+00:00,sl,6032.89,6019.015,6019.015,6074.515,0.2,138.8,2.78,0.245,-151.75,-2.78
GBPUSD,SELL,2026-01-13 14:00:00+00:00,2026-01-13 15:30:00+00:00,sl,1.34716,1.34696,1.34696,1.34497,0.04,8.0,2.75,0.243,0.45,0.71
NAS100,BUY,2026-01-13 14:01:00+00:00,2026-01-13 15:30:00+00:00,tp,25761.51,25867.52471,25714.39235,25867.52471,0.1,471.2,4.71,0.416,1052.15,10.6
SP500,BUY,2026-01-13 14:01:00+00:00,2026-01-13 15:30:00+00:00,tp,6976.06,6990.60833,6970.24067,6990.60833,0.5,58.2,2.5,0.221,141.88,6.26
DJ30,BUY,2026-01-13 14:11:00+00:00,2026-01-13 14:59:00+00:00,sl,49587.13,49511.18769,49511.18769,49795.97135,0.1,759.4,6.53,0.577,-770.42,-6.53
NZDUSD,SELL,2026-01-13 14:48:00+00:00,2026-01-13 15:30:00+00:00,sl,0.5759,0.57631,0.57631,0.57466,0.08,4.1,2.83,0.25,-5.51,-2.83
EU50,BUY,2026-01-13 15:41:00+00:00,2026-01-13 17:26:00+00:00,sl,6036.89,6021.515,6021.515,6083.015,0.1,153.8,1.54,0.135,-166.75,-1.54
DJ30,BUY,2026-01-13 15:53:00+00:00,2026-01-13 16:43:00+00:00,sl,49563.13,49412.19731,49412.19731,49978.1949,0.1,1509.3,12.98,1.138,-1520.33,-12.98
Nikkei225,BUY,2026-01-14 01:08:00+00:00,2026-01-14 01:55:00+00:00,sl,53961.43,53829.2425,53829.2425,54357.9925,4.0,1321.9,2.64,0.235,-1451.88,-2.64
Nikkei225,BUY,2026-01-14 01:56:00+00:00,2026-01-14 02:13:00+00:00,sl,53868.93,54210.23,54210.23,54284.055,4.0,1383.8,2.77,0.246,3283.0,6.83
Nikkei225,BUY,2026-01-14 02:21:00+00:00,2026-01-14 03:09:00+00:00,sl,54064.93,54439.73,54439.73,54636.48625,2.0,1905.2,1.91,0.169,3618.0,3.75
Nikkei225,BUY,2026-01-14 03:13:00+00:00,2026-01-14 06:51:00+00:00,sl,54429.93,54192.33,54192.33,55142.73,2.0,2376.0,2.38,0.21,-2506.0,-2.38
GER40,SELL,2026-01-14 08:14:00+00:00,2026-01-14 09:00:00+00:00,sl,25398.97,25434.09667,25434.09667,25311.15333,0.1,351.3,3.51,0.31,-367.27,-3.51
EU50,BUY,2026-01-14 09:10:00+00:00,2026-01-14 10:22:00+00:00,sl,6041.39,6054.19,6054.19,6073.4525,0.2,106.9,2.14,0.189,115.0,2.56
GBPUSD,SELL,2026-01-14 10:01:00+00:00,2026-01-14 10:51:00+00:00,sl,1.3439,1.34492,1.34492,1.3411,0.03,10.2,2.63,0.233,-11.79,-2.63
USDJPY,BUY,2026-01-14 10:06:00+00:00,2026-01-14 10:34:00+00:00,sl,159.1365,158.91607,158.91607,159.7978,0.02,22.0,2.38,0.211,-23.94,-2.38
NZDUSD,SELL,2026-01-14 10:06:00+00:00,2026-01-14 11:13:00+00:00,sl,0.5746,0.57498,0.57498,0.57347,0.08,3.8,2.6,0.231,-5.18,-2.6
EURUSD,SELL,2026-01-14 10:29:00+00:00,2026-01-14 11:11:00+00:00,sl,1.16429,1.16489,1.16489,1.16248,0.05,6.0,2.59,0.229,-7.31,-2.59
NZDUSD,SELL,2026-01-14 11:34:00+00:00,2026-01-14 16:05:00+00:00,sl,0.5747,0.5747,0.5747,0.57342,0.07,4.3,2.56,0.229,-1.4,-0.0
UKOUSD,BUY,2026-01-14 12:56:00+00:00,2026-01-14 22:02:00+00:00,sl,66.5635,65.698,65.698,68.07812,0.01,86.5,7.45,0.665,-89.85,-7.45
EURUSD,SELL,2026-01-14 14:16:00+00:00,2026-01-14 14:54:00+00:00,sl,1.16458,1.16527,1.16527,1.16252,0.04,6.9,2.36,0.211,-8.17,-2.36
EU50,SELL,2026-01-14 16:41:00+00:00,2026-01-15 08:15:00+00:00,sl,6026.59,6046.2775,6046.2775,5967.5275,0.1,196.9,1.97,0.176,-209.88,-1.97
NZDUSD,SELL,2026-01-14 17:43:00+00:00,2026-01-14 17:57:00+00:00,sl,0.57481,0.57539,0.57539,0.57307,0.05,5.8,2.5,0.223,-7.2,-2.5
GBPUSD,SELL,2026-01-14 19:36:00+00:00,2026-01-15 00:39:00+00:00,sl,1.34333,1.34455,1.34455,1.33998,0.02,12.2,2.1,0.188,-13.79,-2.1
GER40,BUY,2026-01-15 08:10:00+00:00,2026-01-15 09:54:00+00:00,sl,25393.07,25346.76,25346.76,25508.845,0.1,463.1,4.63,0.419,-479.1,-4.63
UKOUSD,SELL,2026-01-15 09:21:00+00:00,2026-01-15 11:52:00+00:00,sl,64.4665,63.9965,63.9965,63.46375,0.01,57.3,4.93,0.446,43.7,4.04
GER40,SELL,2026-01-15 10:12:00+00:00,2026-01-15 17:59:00+00:00,sl,25304.97,25384.995,25384.995,25104.9075,0.1,800.2,8.0,0.728,-816.25,-8.0
UKOUSD,SELL,2026-01-15 12:24:00+00:00,2026-01-15 13:48:00+00:00,sl,63.7865,64.5935,64.5935,62.37425,0.01,80.7,6.94,0.629,-84.0,-6.94
NAS100,BUY,2026-01-15 14:01:00+00:00,2026-01-15 15:47:00+00:00,sl,25700.26,25762.31,25762.31,25834.56515,0.1,596.9,5.97,0.544,612.5,6.21
SP500,BUY,2026-01-15 14:04:00+00:00,2026-01-15 15:47:00+00:00,sl,6957.31,6968.0,6968.0,6975.17167,0.4,71.4,2.46,0.224,103.3,3.68
UKOUSD,SELL,2026-01-15 14:38:00+00:00,2026-01-15 16:35:00+00:00,sl,64.1765,63.6265,63.6265,63.0215,0.01,66.0,5.68,0.518,51.7,4.73
SP500,BUY,2026-01-15 15:57:00+00:00,2026-01-15 16:27:00+00:00,sl,6966.06,6976.5,6976.5,6982.86292,0.4,67.2,2.31,0.209,100.8,3.59
EURUSD,SELL,2026-01-15 16:00:00+00:00,2026-01-15 16:20:00+00:00,sl,1.15983,1.16098,1.16098,1.15637,0.02,11.5,1.98,0.179,-12.81,-1.98
NAS100,BUY,2026-01-15 16:20:00+00:00,2026-01-15 16:38:00+00:00,sl,25772.46,25717.8975,25717.8975,25895.22562,0.1,545.6,5.46,0.494,-553.62,-5.46
EURUSD,SELL,2026-01-15 16:26:00+00:00,2026-01-15 17:08:00+00:00,sl,1.16067,1.16067,1.16067,1.15711,0.02,11.8,2.04,0.184,-1.3,-0.0
NAS100,BUY,2026-01-15 16:39:00+00:00,2026-01-15 16:46:00+00:00,sl,25744.21,25811.81,25811.81,25885.66221,0.1,628.7,6.29,0.568,668.0,6.76
SP500,BUY,2026-01-15 16:39:00+00:00,2026-01-15 17:50:00+00:00,sl,6970.81,6961.668,6961.668,6993.665,0.30000000000000004,91.4,2.36,0.213,-95.02,-2.36
