symbol,direction,open_time,close_time,status,open_price,close_price,sl,tp,lot,sl_pips,risk_usd,risk_pct,pnl_pips,pnl_usd
NAS100,BUY,2025-10-01 16:31:00+00:00,2025-10-01 16:49:00+00:00,sl,24613.69,24549.01904,24549.01904,24759.19965,0.1,646.7,6.47,0.639,-654.71,-6.47
CADJPY,SELL,2025-10-01 17:20:00+00:00,2025-10-01 17:47:00+00:00,sl,105.5075,105.4245,105.4245,105.01665,0.01,24.5,1.33,0.13,6.7,0.45
NAS100,BUY,2025-10-01 17:32:00+00:00,2025-10-01 20:06:00+00:00,sl,24693.19,24781.79,24781.79,24902.46482,0.1,930.1,9.3,0.914,878.0,8.86
SP500,BUY,2025-10-01 17:32:00+00:00,2025-10-01 20:27:00+00:00,sl,6687.16,6711.35,6711.35,6727.83583,0.1,162.7,1.4,0.137,238.3,2.08
CADJPY,SELL,2025-10-01 18:21:00+00:00,2025-10-02 15:11:00+00:00,sl,105.493,105.3295,105.3295,104.88965,0.01,30.2,1.63,0.16,14.75,0.88
UKOUSD,SELL,2025-10-01 18:30:00+00:00,2025-10-02 17:35:00+00:00,sl,66.0145,65.1765,65.1765,64.29775,0.01,98.1,8.44,0.829,80.5,7.21
NAS100,BUY,2025-10-01 20:11:00+00:00,2025-10-02 03:46:00+00:00,sl,24786.19,24868.94,24868.94,24992.07741,0.1,915.1,9.15,0.891,819.5,8.28
SP500,BUY,2025-10-01 20:43:00+00:00,2025-10-02 04:17:00+00:00,sl,6709.66,6728.05,6728.05,6738.38917,0.2,114.9,1.98,0.192,180.3,3.16
GBPUSD,SELL,2025-10-02 13:32:00+00:00,2025-10-02 16:38:00+00:00,tp,1.34881,1.34465,1.34639,1.34465,0.02,15.1,2.6,0.25,39.98,7.15
NAS100,BUY,2025-10-02 14:27:00+00:00,2025-10-02 16:01:00+00:00,sl,24947.06,24989.41,24989.41,25033.19695,0.1,382.8,3.83,0.368,415.5,4.24
EURUSD,SELL,2025-10-02 15:49:00+00:00,2025-10-02 17:12:00+00:00,tp,1.17408,1.17079,1.1722,1.17079,0.02,11.0,1.89,0.181,31.6,5.66
USDJPY,BUY,2025-10-02 16:07:00+00:00,2025-10-03 04:35:00+00:00,sl,147.1335,147.639,147.639,148.01451,0.01,29.4,1.59,0.152,48.65,2.73
NAS100,BUY,2025-10-02 16:14:00+00:00,2025-10-02 16:30:00+00:00,sl,24986.31,24952.49382,24952.49382,25062.3964,0.1,338.2,3.38,0.323,-346.16,-3.38
NZDUSD,SELL,2025-10-02 16:32:00+00:00,2025-10-02 17:55:00+00:00,tp,0.5823,0.58068,0.5823,0.58068,0.05,5.4,2.32,0.222,14.77,6.96
GBPUSD,SELL,2025-10-02 17:28:00+00:00,2025-10-02 18:56:00+00:00,sl,1.34224,1.34159,1.34159,1.33675,0.01,20.0,1.72,0.163,4.9,0.56
UKOUSD,SELL,2025-10-02 18:02:00+00:00,2025-10-06 01:04:00+00:00,sl,65.0565,65.8125,65.8125,63.7335,0.01,75.6,6.5,0.608,-78.9,-6.5
NZDUSD,SELL,2025-10-02 18:03:00+00:00,2025-10-02 19:06:00+00:00,sl,0.58072,0.58132,0.58132,0.57895,0.05,5.9,2.55,0.238,-7.32,-2.55
NAS100,BUY,2025-10-02 18:45:00+00:00,2025-10-02 21:58:00+00:00,sl,24849.81,24928.66,24928.66,25043.91965,0.1,862.7,8.63,0.807,780.5,7.89
GBPUSD,SELL,2025-10-02 19:14:00+00:00,2025-10-02 22:07:00+00:00,sl,1.34302,1.34509,1.34509,1.33734,0.01,20.7,1.78,0.167,-22.27,-1.78
Nikkei225,BUY,2025-10-03 02:38:00+00:00,2025-10-03 03:02:00+00:00,sl,45015.0,45171.3,45171.3,45254.11875,6.0,797.1,2.39,0.223,1433.0,4.69
Nikkei225,BUY,2025-10-03 03:03:00+00:00,2025-10-03 03:36:00+00:00,sl,45190.0,45416.3,45416.3,45525.30625,4.0,1117.7,2.24,0.207,2133.0,4.53
Nikkei225,BUY,2025-10-03 03:45:00+00:00,2025-10-03 04:17:00+00:00,sl,45450.0,45741.3,45741.3,45932.11875,3.0,1607.1,2.41,0.223,2783.0,4.37
Nikkei225,BUY,2025-10-03 04:30:00+00:00,2025-10-03 10:11:00+00:00,sl,45630.0,46008.8,46008.8,46235.30625,2.0,2017.7,2.02,0.186,3658.0,3.79
GBPAUD,SELL,2025-10-03 10:06:00+00:00,2025-10-03 10:37:00+00:00,sl,2.03633,2.03633,2.03633,2.03312,0.03,11.7,2.16,0.198,-1.8,-0.0
GBPJPY,BUY,2025-10-03 10:27:00+00:00,2025-10-03 12:25:00+00:00,sl,198.336,198.1243,198.1243,198.81232,0.02,21.2,2.29,0.209,-23.27,-2.29
EURUSD,BUY,2025-10-03 10:50:00+00:00,2025-10-03 12:21:00+00:00,sl,1.17324,1.17324,1.17324,1.17612,0.03,9.6,2.47,0.226,-1.3,0.0
GBPUSD,BUY,2025-10-03 10:56:00+00:00,2025-10-03 12:25:00+00:00,sl,1.34576,1.34429,1.34429,1.34982,0.02,14.8,2.54,0.232,-16.36,-2.54
GBPAUD,SELL,2025-10-03 12:15:00+00:00,2025-10-03 15:57:00+00:00,sl,2.03696,2.03696,2.03696,2.03298,0.03,14.5,2.68,0.245,-1.8,-0.0
CADJPY,SELL,2025-10-03 12:30:00+00:00,2025-10-03 15:27:00+00:00,sl,105.531,105.531,105.531,105.24663,0.03,14.2,2.3,0.212,-1.6,-0.0
EURUSD,BUY,2025-10-03 12:45:00+00:00,2025-10-03 14:12:00+00:00,sl,1.17406,1.1732,1.1732,1.17663,0.03,8.6,2.21,0.203,-9.87,-2.21
DJ30,BUY,2025-10-03 14:31:00+00:00,2025-10-03 16:40:00+00:00,sl,46641.05,46753.65,46753.65,46801.60769,0.1,583.8,5.02,0.462,1115.0,9.68
EURUSD,BUY,2025-10-03 15:00:00+00:00,2025-10-03 15:37:00+00:00,sl,1.17381,1.17298,1.17298,1.1763,0.03,8.3,2.14,0.197,-9.59,-2.14
CADJPY,SELL,2025-10-03 15:39:00+00:00,2025-10-03 16:49:00+00:00,sl,105.5405,105.5405,105.5405,105.30979,0.04,11.5,2.49,0.23,-1.6,-0.0
GBPJPY,BUY,2025-10-03 16:14:00+00:00,2025-10-03 17:00:00+00:00,sl,198.201,198.402,198.402,198.63075,0.02,19.1,2.06,0.19,18.0,2.17
DJ30,BUY,2025-10-03 17:00:00+00:00,2025-10-03 17:37:00+00:00,sl,46804.05,47014.65,47014.65,47189.44663,0.1,1401.4,12.05,1.099,2095.0,18.11
GBPJPY,BUY,2025-10-03 17:04:00+00:00,2025-10-03 17:56:00+00:00,sl,198.349,198.6185,198.6185,198.8809,0.02,23.6,2.55,0.233,24.85,2.91
SP500,BUY,2025-10-03 17:24:00+00:00,2025-10-03 19:08:00+00:00,sl,6740.32,6756.51,6756.51,6767.61125,0.2,109.2,1.88,0.171,158.3,2.78
NAS100,BUY,2025-10-03 17:45:00+00:00,2025-10-03 20:03:00+00:00,sl,24930.16,24860.50926,24860.50926,25086.87415,0.1,696.5,6.97,0.625,-704.51,-6.97
GBPJPY,BUY,2025-10-03 18:03:00+00:00,2025-10-06 00:00:00+00:00,tp,198.6365,199.18888,198.391,199.18888,0.02,24.6,2.65,0.237,53.14,5.97
SP500,BUY,2025-10-03 19:12:00+00:00,2025-10-03 20:03:00+00:00,sl,6754.69,6742.41783,6742.41783,6785.37042,0.2,122.7,2.11,0.188,-126.32,-2.11
EURUSD,BUY,2025-10-03 20:03:00+00:00,2025-10-03 20:53:00+00:00,sl,1.17412,1.17323,1.17323,1.17678,0.03,8.9,2.29,0.206,-10.16,-2.29
SP500,BUY,2025-10-03 20:07:00+00:00,2025-10-03 20:46:00+00:00,sl,6740.57,6727.02033,6727.02033,6774.44417,0.2,135.5,2.33,0.21,-139.1,-2.33
NAS100,SELL,2025-10-03 20:46:00+00:00,2025-10-06 02:33:00+00:00,sl,24801.36,24902.21294,24902.21294,24574.44088,0.1,1008.5,10.09,0.91,-1016.53,-10.09
CADJPY,BUY,2025-10-03 20:56:00+00:00,2025-10-06 00:00:00+00:00,tp,105.6965,105.92323,105.58313,105.92323,0.04,11.3,2.45,0.221,21.07,4.9
GBPJPY,BUY,2025-10-06 10:01:00+00:00,2025-10-06 10:39:00+00:00,sl,201.631,202.1175,202.1175,202.39161,0.01,33.8,1.83,0.166,46.55,2.63
GBPAUD,SELL,2025-10-06 10:08:00+00:00,2025-10-06 10:58:00+00:00,sl,2.03383,2.03527,2.03527,2.02987,0.03,14.4,2.66,0.242,-16.18,-2.66
CADJPY,BUY,2025-10-06 10:11:00+00:00,2025-10-06 13:48:00+00:00,sl,107.618,107.6845,107.6845,108.12737,0.02,25.5,2.75,0.25,5.05,0.72
UKOUSD,BUY,2025-10-06 10:26:00+00:00,2025-10-06 14:45:00+00:00,sl,65.9925,65.4675,65.4675,66.91125,0.01,52.5,4.52,0.41,-55.8,-4.52
USDJPY,BUY,2025-10-06 10:36:00+00:00,2025-10-07 14:55:00+00:00,sl,150.1425,150.912,150.912,151.43775,0.01,43.2,2.33,0.212,75.05,4.16
GBPAUD,SELL,2025-10-06 11:00:00+00:00,2025-10-06 11:24:00+00:00,sl,2.03493,2.03493,2.03493,2.03034,0.02,16.7,2.06,0.187,-1.8,-0.0
GBPAUD,SELL,2025-10-06 11:27:00+00:00,2025-10-06 12:36:00+00:00,sl,2.0355,2.03732,2.03732,2.03047,0.02,18.3,2.25,0.204,-20.05,-2.25
GBPJPY,BUY,2025-10-06 12:18:00+00:00,2025-10-06 15:00:00+00:00,sl,201.901,201.4805,201.4805,202.84712,0.01,42.0,2.27,0.206,-44.15,-2.27
GBPAUD,BUY,2025-10-06 13:16:00+00:00,2025-10-06 14:31:00+00:00,sl,2.03694,2.03492,2.03492,2.0425,0.02,20.2,2.49,0.227,-22.0,-2.49
NAS100,BUY,2025-10-06 14:31:00+00:00,2025-10-06 15:05:00+00:00,sl,24982.6,25026.2,25026.2,25084.74338,0.1,454.0,4.54,0.414,428.0,4.36
UKOUSD,SELL,2025-10-06 14:45:00+00:00,2025-10-06 16:56:00+00:00,sl,65.4295,65.9755,65.9755,64.474,0.01,54.6,4.7,0.43,-57.9,-4.7
NAS100,BUY,2025-10-06 15:20:00+00:00,2025-10-06 16:32:00+00:00,sl,25036.1,24990.50441,24990.50441,25138.69007,0.1,456.0,4.56,0.417,-463.96,-4.56
Nikkei225,BUY,2025-10-07 01:41:00+00:00,2025-10-07 02:35:00+00:00,sl,48604.0,48499.65625,48499.65625,48917.03125,5.0,1043.4,2.61,0.24,-1173.44,-2.61
Nikkei225,BUY,2025-10-07 04:17:00+00:00,2025-10-07 08:18:00+00:00,sl,48354.0,48115.5,48115.5,49069.5,2.0,2385.0,2.39,0.22,-2515.0,-2.39
UKOUSD,BUY,2025-10-07 09:41:00+00:00,2025-10-07 10:01:00+00:00,sl,66.2695,66.022,66.022,66.70262,0.01,24.7,2.13,0.197,-28.05,-2.13
CADJPY,BUY,2025-10-07 10:05:00+00:00,2025-10-07 10:25:00+00:00,sl,107.9675,107.84038,107.84038,108.22175,0.03,12.7,2.06,0.191,-14.31,-2.06
GBPUSD,SELL,2025-10-07 10:20:00+00:00,2025-10-07 15:35:00+00:00,sl,1.3437,1.34073,1.34073,1.33919,0.01,16.4,1.41,0.131,28.15,2.56
UKOUSD,BUY,2025-10-07 11:29:00+00:00,2025-10-07 12:03:00+00:00,sl,66.1095,65.6445,65.6445,66.92325,0.01,46.5,4.0,0.372,-49.8,-4.0
GBPJPY,BUY,2025-10-07 11:44:00+00:00,2025-10-07 14:22:00+00:00,sl,202.5835,202.33465,202.33465,203.14341,0.02,24.9,2.69,0.25,-26.99,-2.69
UKOUSD,BUY,2025-10-07 14:11:00+00:00,2025-10-07 16:00:00+00:00,sl,66.0045,65.4975,65.4975,66.89175,0.01,50.7,4.36,0.407,-54.0,-4.36
USDJPY,BUY,2025-10-07 15:02:00+00:00,2025-10-07 19:43:00+00:00,sl,150.9085,151.3705,151.3705,151.51249,0.02,20.1,2.17,0.203,44.3,4.99
GBPUSD,SELL,2025-10-07 20:45:00+00:00,2025-10-08 00:58:00+00:00,sl,1.34471,1.3431,1.3431,1.34074,0.02,14.4,2.49,0.231,14.55,2.78
Nikkei225,BUY,2025-10-08 03:16:00+00:00,2025-10-08 07:41:00+00:00,sl,47957.0,47819.46875,47819.46875,48369.59375,3.0,1375.3,2.06,0.191,-1505.31,-2.06
UKOUSD,BUY,2025-10-08 09:00:00+00:00,2025-10-08 10:28:00+00:00,sl,66.4315,66.5185,66.5185,66.64938,0.02,12.5,2.14,0.199,5.4,1.5
UKOUSD,BUY,2025-10-08 12:31:00+00:00,2025-10-08 16:16:00+00:00,sl,66.7315,66.2335,66.2335,67.603,0.01,49.8,4.28,0.397,-53.1,-4.28
NAS100,SELL,2025-10-08 14:23:00+00:00,2025-10-08 16:32:00+00:00,sl,24900.03,24940.90721,24940.90721,24808.05629,0.1,408.8,4.09,0.379,-416.77,-4.09
GBPAUD,SELL,2025-10-08 16:05:00+00:00,2025-10-08 17:12:00+00:00,sl,2.03874,2.04044,2.04044,2.03406,0.02,17.0,2.1,0.194,-18.8,-2.1
SP500,BUY,2025-10-08 17:19:00+00:00,2025-10-08 23:24:00+00:00,sl,6748.57,6764.96,6764.96,6775.87292,0.2,109.2,1.88,0.176,160.3,2.82
USDJPY,BUY,2025-10-08 17:24:00+00:00,2025-10-09 16:07:00+00:00,sl,152.6445,152.24908,152.24908,153.83076,0.01,39.5,2.14,0.2,-41.44,-2.14
GBPAUD,SELL,2025-10-08 17:46:00+00:00,2025-10-08 18:19:00+00:00,tp,2.04098,2.03609,2.03772,2.03609,0.02,17.8,2.19,0.205,47.08,6.02
EURUSD,SELL,2025-10-08 18:15:00+00:00,2025-10-08 21:16:00+00:00,sl,1.16142,1.16142,1.16142,1.15764,0.02,12.6,2.17,0.203,-1.3,-0.0
GBPAUD,SELL,2025-10-08 18:32:00+00:00,2025-10-08 22:57:00+00:00,sl,2.03577,2.03414,2.03414,2.03022,0.02,20.2,2.49,0.232,14.45,2.0
UKOUSD,BUY,2025-10-08 19:10:00+00:00,2025-10-09 03:00:00+00:00,sl,66.8715,66.213,66.213,68.02387,0.01,65.8,5.66,0.527,-69.15,-5.66
NZDUSD,SELL,2025-10-08 19:19:00+00:00,2025-10-08 21:16:00+00:00,sl,0.57744,0.57799,0.57799,0.57581,0.05,5.4,2.34,0.218,-6.85,-2.34
Nikkei225,BUY,2025-10-09 01:13:00+00:00,2025-10-09 02:47:00+00:00,sl,48162.0,48074.7,48074.7,48423.9,6.0,873.0,2.62,0.243,-1003.0,-2.62
Nikkei225,BUY,2025-10-09 02:52:00+00:00,2025-10-09 03:21:00+00:00,sl,48097.0,48293.3,48293.3,48424.54375,4.0,1091.8,2.18,0.203,1833.0,3.93
UKOUSD,BUY,2025-10-09 09:18:00+00:00,2025-10-09 12:16:00+00:00,sl,66.6735,66.9305,66.9305,67.26412,0.01,33.7,2.9,0.271,22.4,2.21
NZDUSD,SELL,2025-10-09 10:01:00+00:00,2025-10-09 10:14:00+00:00,sl,0.57689,0.57752,0.57752,0.57501,0.04,6.3,2.16,0.201,-7.68,-2.16
GBPUSD,SELL,2025-10-09 10:01:00+00:00,2025-10-09 11:43:00+00:00,sl,1.33638,1.33576,1.33576,1.33161,0.01,17.4,1.49,0.139,4.6,0.53
NZDUSD,SELL,2025-10-09 10:15:00+00:00,2025-10-09 12:04:00+00:00,sl,0.57737,0.57737,0.57737,0.57544,0.04,6.4,2.21,0.207,-1.4,-0.0
GBPUSD,SELL,2025-10-09 12:00:00+00:00,2025-10-09 12:35:00+00:00,sl,1.3361,1.33816,1.33816,1.33046,0.01,20.5,1.76,0.165,-22.11,-1.76
NZDUSD,SELL,2025-10-09 12:32:00+00:00,2025-10-09 13:06:00+00:00,sl,0.57745,0.57821,0.57821,0.57518,0.04,7.6,2.6,0.242,-8.96,-2.6
GBPUSD,SELL,2025-10-09 13:51:00+00:00,2025-10-09 14:29:00+00:00,sl,1.33787,1.33736,1.33736,1.33226,0.01,20.4,1.76,0.164,3.6,0.45
EURUSD,SELL,2025-10-09 15:09:00+00:00,2025-10-09 16:07:00+00:00,sl,1.16112,1.16224,1.16224,1.15775,0.02,11.2,1.93,0.181,-12.52,-1.93
UKOUSD,BUY,2025-10-09 16:19:00+00:00,2025-10-09 17:22:00+00:00,sl,66.7935,66.3075,66.3075,67.644,0.01,48.6,4.18,0.393,-51.9,-4.18
Nikkei225,BUY,2025-10-10 02:53:00+00:00,2025-10-10 03:03:00+00:00,sl,48609.0,48474.0,48474.0,49014.0,3.0,1350.0,2.02,0.191,-1480.0,-2.02
UKOUSD,SELL,2025-10-10 09:10:00+00:00,2025-10-10 11:21:00+00:00,sl,65.2625,65.5025,65.5025,64.8425,0.01,24.0,2.06,0.195,-27.3,-2.06
NZDUSD,SELL,2025-10-10 10:00:00+00:00,2025-10-10 10:56:00+00:00,sl,0.57465,0.57506,0.57506,0.57342,0.07,4.1,2.47,0.234,-5.51,-2.47
NZDUSD,SELL,2025-10-10 10:58:00+00:00,2025-10-10 11:11:00+00:00,sl,0.57506,0.57553,0.57553,0.57365,0.06,4.7,2.43,0.23,-6.11,-2.43
UKOUSD,SELL,2025-10-10 12:10:00+00:00,2025-10-10 14:50:00+00:00,sl,65.1975,64.7125,64.7125,64.179,0.01,58.2,5.01,0.476,45.2,4.17
NZDUSD,SELL,2025-10-10 12:27:00+00:00,2025-10-10 18:00:00+00:00,tp,0.57525,0.57368,0.57525,0.57368,0.05,5.2,2.26,0.214,14.33,6.77
GBPUSD,SELL,2025-10-10 12:29:00+00:00,2025-10-10 14:38:00+00:00,sl,1.32949,1.32768,1.32768,1.32434,0.01,18.7,1.61,0.153,16.4,1.55
GBPAUD,SELL,2025-10-10 13:17:00+00:00,2025-10-10 14:12:00+00:00,sl,2.02832,2.02592,2.02592,2.02267,0.02,20.5,2.53,0.24,22.2,2.96
GBPJPY,SELL,2025-10-10 14:08:00+00:00,2025-10-10 19:23:00+00:00,sl,202.6415,203.09995,203.09995,201.60999,0.01,45.8,2.48,0.235,-47.94,-2.48
NAS100,BUY,2025-10-10 14:19:00+00:00,2025-10-10 16:38:00+00:00,sl,25141.83,25201.43,25201.43,25248.96143,0.1,476.1,4.76,0.451,588.0,5.96
GBPAUD,SELL,2025-10-10 14:59:00+00:00,2025-10-10 16:55:00+00:00,sl,2.02564,2.02759,2.02759,2.02029,0.02,19.5,2.4,0.226,-21.26,-2.4
GBPUSD,SELL,2025-10-10 16:48:00+00:00,2025-10-10 17:40:00+00:00,sl,1.32738,1.32908,1.32908,1.32271,0.01,17.0,1.46,0.137,-18.57,-1.46
UKOUSD,SELL,2025-10-10 16:55:00+00:00,2025-10-10 18:23:00+00:00,sl,64.3325,63.4825,63.4825,62.82837,0.01,86.0,7.39,0.695,81.7,7.31
NAS100,BUY,2025-10-10 17:37:00+00:00,2025-10-10 17:57:00+00:00,sl,25174.08,25109.09471,25109.09471,25320.29691,0.1,649.9,6.5,0.611,-657.85,-6.5
GBPAUD,BUY,2025-10-10 17:41:00+00:00,2025-10-10 18:00:00+00:00,tp,2.03159,2.03684,2.03312,2.03684,0.02,19.1,2.35,0.221,50.67,6.47
NAS100,SELL,2025-10-10 17:57:00+00:00,2025-10-10 18:00:00+00:00,sl,25091.53,24959.28,24959.28,24883.86327,0.1,923.0,9.23,0.874,1314.5,13.23
NAS100,SELL,2025-10-10 18:07:00+00:00,2025-10-10 18:20:00+00:00,sl,24871.03,24740.63,24740.63,24606.0379,0.1,1177.7,11.78,1.088,1296.0,13.04
NZDUSD,SELL,2025-10-10 18:07:00+00:00,2025-10-10 19:50:00+00:00,tp,0.57367,0.57205,0.57367,0.57205,0.05,5.4,2.33,0.215,14.87,7.0
SP500,SELL,2025-10-10 18:19:00+00:00,2025-10-10 18:31:00+00:00,sl,6682.56,6635.51,6635.51,6610.01667,0.1,290.2,2.5,0.231,466.9,4.05
UKOUSD,SELL,2025-10-10 18:25:00+00:00,2025-10-14 11:10:00+00:00,sl,63.4275,62.3905,62.3905,61.36162,0.01,118.0,10.16,0.921,100.4,8.92
GBPAUD,BUY,2025-10-10 18:39:00+00:00,2025-10-10 18:45:00+00:00,sl,2.05615,2.05106,2.05106,2.07016,0.01,50.9,3.14,0.284,-52.75,-3.14
GBPUSD,BUY,2025-10-10 18:45:00+00:00,2025-10-14 09:11:00+00:00,sl,1.33413,1.3307,1.3307,1.34354,0.01,34.2,2.95,0.267,-35.84,-2.95
CADJPY,SELL,2025-10-10 19:02:00+00:00,2025-10-10 20:30:00+00:00,sl,108.5115,108.397,108.397,107.76069,0.01,37.5,2.03,0.184,9.85,0.62
GBPAUD,BUY,2025-10-10 19:28:00+00:00,2025-10-10 23:56:00+00:00,sl,2.05773,2.06179,2.06179,2.07409,0.01,59.5,3.67,0.333,38.8,2.5
NZDUSD,SELL,2025-10-10 20:26:00+00:00,2025-10-10 21:22:00+00:00,sl,0.57191,0.57262,0.57262,0.56979,0.04,7.1,2.44,0.22,-8.48,-2.44
USDJPY,BUY,2025-10-13 10:26:00+00:00,2025-10-14 07:11:00+00:00,sl,152.2225,151.92803,151.92803,153.1059,0.01,29.4,1.59,0.143,-31.35,-1.59
EURUSD,SELL,2025-10-13 11:44:00+00:00,2025-10-13 16:40:00+00:00,sl,1.15843,1.15736,1.15736,1.15379,0.02,15.5,2.66,0.24,9.35,1.83
CADJPY,SELL,2025-10-13 14:58:00+00:00,2025-10-14 02:59:00+00:00,sl,108.5915,108.587,108.587,108.32185,0.03,13.5,2.18,0.197,-1.15,0.07
GBPJPY,BUY,2025-10-13 19:02:00+00:00,2025-10-14 03:01:00+00:00,sl,202.9705,203.2585,203.2585,203.54796,0.02,25.7,2.77,0.25,26.7,3.11
Nikkei225,BUY,2025-10-14 03:15:00+00:00,2025-10-14 06:53:00+00:00,sl,47555.0,47303.0,47303.0,48311.0,2.0,2520.0,2.52,0.226,-2650.0,-2.52
GBPUSD,SELL,2025-10-14 10:00:00+00:00,2025-10-14 11:05:00+00:00,sl,1.3279,1.32674,1.32674,1.32164,0.01,22.8,1.96,0.177,10.05,1.0
EURUSD,SELL,2025-10-14 10:07:00+00:00,2025-10-14 10:53:00+00:00,sl,1.15724,1.15539,1.15539,1.15339,0.02,12.8,2.21,0.199,17.2,3.18
GBPJPY,SELL,2025-10-14 10:13:00+00:00,2025-10-14 12:10:00+00:00,sl,201.571,201.96685,201.96685,200.68034,0.01,39.6,2.14,0.193,-41.68,-2.14
NZDUSD,SELL,2025-10-14 10:28:00+00:00,2025-10-14 16:25:00+00:00,sl,0.5693,0.56995,0.56995,0.56735,0.04,6.5,2.23,0.202,-7.88,-2.23
CADJPY,SELL,2025-10-14 10:35:00+00:00,2025-10-14 14:08:00+00:00,sl,108.08,108.0515,108.0515,107.55921,0.01,26.0,1.41,0.127,1.25,0.15
EURUSD,SELL,2025-10-14 11:17:00+00:00,2025-10-14 16:25:00+00:00,sl,1.15535,1.15704,1.15704,1.15029,0.01,16.9,1.45,0.13,-18.18,-1.45
GBPUSD,SELL,2025-10-14 12:10:00+00:00,2025-10-14 14:21:00+00:00,sl,1.32776,1.32734,1.32734,1.32234,0.01,19.7,1.69,0.152,2.5,0.35
GBPJPY,SELL,2025-10-14 13:18:00+00:00,2025-10-14 16:33:00+00:00,sl,201.5815,202.04385,202.04385,200.54121,0.01,46.2,2.5,0.223,-48.34,-2.5
NAS100,SELL,2025-10-14 14:09:00+00:00,2025-10-14 16:39:00+00:00,sl,24423.1,24316.5,24316.5,24159.77555,0.1,1170.3,11.7,1.047,1058.0,10.66
CADJPY,SELL,2025-10-14 16:31:00+00:00,2025-10-14 17:01:00+00:00,sl,108.0995,108.30624,108.30624,107.68602,0.02,20.7,2.23,0.2,-22.27,-2.23
NZDUSD,SELL,2025-10-14 16:34:00+00:00,2025-10-14 17:13:00+00:00,sl,0.56988,0.57042,0.57042,0.56826,0.05,5.4,2.32,0.209,-6.79,-2.32
UKOUSD,SELL,2025-10-14 16:52:00+00:00,2025-10-15 15:54:00+00:00,sl,62.3805,63.1425,63.1425,61.047,0.01,76.2,6.56,0.584,-79.5,-6.56
CADJPY,SELL,2025-10-14 18:25:00+00:00,2025-10-15 07:25:00+00:00,sl,108.098,107.709,107.709,107.56163,0.01,26.8,1.45,0.13,37.3,2.1
EURUSD,BUY,2025-10-14 18:40:00+00:00,2025-10-15 10:46:00+00:00,tp,1.15965,1.16442,1.16307,1.16442,0.02,15.9,2.74,0.245,46.4,8.21
DJ30,BUY,2025-10-14 18:41:00+00:00,2025-10-15 16:43:00+00:00,sl,46126.19,46625.79,46625.79,47123.5674,0.1,3626.8,31.19,2.789,4985.0,42.97
SP500,BUY,2025-10-14 19:19:00+00:00,2025-10-15 15:14:00+00:00,sl,6656.56,6702.95,6702.95,6734.43792,0.1,311.5,2.68,0.24,460.3,3.99
CADJPY,SELL,2025-10-15 10:00:00+00:00,2025-10-15 11:15:00+00:00,sl,107.6285,107.77994,107.77994,107.32562,0.03,15.1,2.45,0.219,-16.74,-2.45
CADJPY,SELL,2025-10-15 11:21:00+00:00,2025-10-15 12:09:00+00:00,sl,107.759,107.759,107.759,107.39658,0.02,18.1,1.96,0.174,-1.6,-0.0
