symbol,direction,open_time,close_time,status,open_price,close_price,sl,tp,lot,sl_pips,risk_usd,risk_pct,pnl_pips,pnl_usd
XAUUSD,BUY,2025-10-01 17:15:00+00:00,2025-10-02 17:37:00+00:00,sl,3872.295,3847.84091,3847.84091,3939.54375,0.01,244.5,21.04,2.067,-246.84,-21.04
NAS100,BUY,2025-10-01 17:32:00+00:00,2025-10-01 20:06:00+00:00,sl,24693.19,24781.79,24781.79,24902.46482,0.1,930.1,9.3,0.914,878.0,8.86
SP500,BUY,2025-10-01 17:32:00+00:00,2025-10-01 20:27:00+00:00,sl,6687.16,6711.35,6711.35,6727.83583,0.1,162.7,1.4,0.138,238.3,2.08
NAS100,BUY,2025-10-01 20:11:00+00:00,2025-10-02 03:46:00+00:00,sl,24786.19,24868.94,24868.94,24992.07741,0.1,915.1,9.15,0.881,819.5,8.28
SP500,BUY,2025-10-01 20:43:00+00:00,2025-10-02 04:17:00+00:00,sl,6709.66,6728.05,6728.05,6738.38917,0.2,114.9,1.98,0.19,180.3,3.16
GER40,BUY,2025-10-02 08:05:00+00:00,2025-10-02 11:16:00+00:00,sl,24285.98,24357.88,24357.88,24404.45917,0.1,473.9,4.74,0.45,703.0,7.19
GER40,BUY,2025-10-02 11:18:00+00:00,2025-10-02 16:32:00+00:00,sl,24356.98,24520.58,24520.58,24621.89667,0.1,1059.7,10.6,1.0,1620.0,16.36
GBPUSD,SELL,2025-10-02 13:32:00+00:00,2025-10-02 16:38:00+00:00,tp,1.34881,1.34465,1.34639,1.34465,0.02,15.1,2.6,0.246,39.98,7.15
NAS100,BUY,2025-10-02 14:27:00+00:00,2025-10-02 16:01:00+00:00,sl,24947.06,24989.41,24989.41,25033.19695,0.1,382.8,3.83,0.361,415.5,4.24
EURUSD,SELL,2025-10-02 15:49:00+00:00,2025-10-02 17:12:00+00:00,tp,1.17408,1.17079,1.1722,1.17079,0.02,11.0,1.89,0.178,31.6,5.66
NAS100,BUY,2025-10-02 16:14:00+00:00,2025-10-02 16:30:00+00:00,sl,24986.31,24952.49382,24952.49382,25062.3964,0.1,338.2,3.38,0.318,-346.16,-3.38
NZDUSD,SELL,2025-10-02 16:32:00+00:00,2025-10-02 17:55:00+00:00,tp,0.5823,0.58068,0.5823,0.58068,0.05,5.4,2.32,0.215,14.77,6.96
GER40,BUY,2025-10-02 16:41:00+00:00,2025-10-02 17:13:00+00:00,sl,24501.68,24421.93,24421.93,24701.055,0.1,797.5,7.98,0.736,-813.5,-7.98
GBPUSD,SELL,2025-10-02 17:28:00+00:00,2025-10-02 18:56:00+00:00,sl,1.34224,1.34159,1.34159,1.33675,0.01,20.0,1.72,0.159,4.9,0.56
NZDUSD,SELL,2025-10-02 18:03:00+00:00,2025-10-02 19:06:00+00:00,sl,0.58072,0.58132,0.58132,0.57895,0.05,5.9,2.55,0.238,-7.32,-2.55
NAS100,BUY,2025-10-02 18:45:00+00:00,2025-10-02 21:58:00+00:00,sl,24849.81,24928.66,24928.66,25043.91965,0.1,862.7,8.63,0.808,780.5,7.89
GBPUSD,SELL,2025-10-02 19:02:00+00:00,2025-10-02 20:06:00+00:00,sl,1.34234,1.34441,1.34441,1.33666,0.01,20.7,1.78,0.166,-22.27,-1.78
SP500,BUY,2025-10-02 20:05:00+00:00,2025-10-03 06:54:00+00:00,sl,6712.52,6737.21,6737.21,6751.31167,0.1,155.2,1.33,0.125,243.3,2.12
Nikkei225,BUY,2025-10-03 02:38:00+00:00,2025-10-03 03:02:00+00:00,sl,45015.0,45171.3,45171.3,45254.11875,6.0,797.1,2.39,0.223,1433.0,4.69
Nikkei225,BUY,2025-10-03 03:03:00+00:00,2025-10-03 03:36:00+00:00,sl,45190.0,45416.3,45416.3,45525.30625,4.0,1117.7,2.24,0.208,2133.0,4.53
Nikkei225,BUY,2025-10-03 03:45:00+00:00,2025-10-03 04:17:00+00:00,sl,45450.0,45741.3,45741.3,45932.11875,3.0,1607.1,2.41,0.223,2783.0,4.37
Nikkei225,BUY,2025-10-03 04:30:00+00:00,2025-10-03 10:11:00+00:00,sl,45630.0,46008.8,46008.8,46235.30625,2.0,2017.7,2.02,0.186,3658.0,3.79
GER40,BUY,2025-10-03 08:05:00+00:00,2025-10-03 09:03:00+00:00,sl,24541.98,24501.46333,24501.46333,24643.27167,0.1,405.2,4.05,0.373,-421.17,-4.05
GER40,BUY,2025-10-03 09:04:00+00:00,2025-10-03 10:24:00+00:00,sl,24517.98,24472.69667,24472.69667,24631.18833,0.1,452.8,4.53,0.418,-468.83,-4.53
GBPAUD,SELL,2025-10-03 10:06:00+00:00,2025-10-03 10:37:00+00:00,sl,2.03633,2.03633,2.03633,2.03312,0.03,11.7,2.16,0.199,-1.8,-0.0
XAUUSD,BUY,2025-10-03 10:09:00+00:00,2025-10-03 16:24:00+00:00,sl,3859.21,3883.09,3883.09,3895.1125,0.01,130.6,11.23,1.037,236.5,20.54
GER40,SELL,2025-10-03 10:24:00+00:00,2025-10-03 15:25:00+00:00,sl,24470.38,24371.88,24371.88,24305.38,0.1,660.0,6.6,0.61,969.0,9.85
EURUSD,BUY,2025-10-03 10:50:00+00:00,2025-10-03 12:21:00+00:00,sl,1.17324,1.17324,1.17324,1.17612,0.03,9.6,2.47,0.228,-1.3,0.0
GBPUSD,BUY,2025-10-03 10:56:00+00:00,2025-10-03 12:25:00+00:00,sl,1.34576,1.34429,1.34429,1.34982,0.02,14.8,2.54,0.235,-16.36,-2.54
GBPAUD,SELL,2025-10-03 12:15:00+00:00,2025-10-03 15:57:00+00:00,sl,2.03696,2.03696,2.03696,2.03298,0.03,14.5,2.68,0.247,-1.8,-0.0
EURUSD,BUY,2025-10-03 12:45:00+00:00,2025-10-03 14:12:00+00:00,sl,1.17406,1.1732,1.1732,1.17663,0.03,8.6,2.21,0.205,-9.87,-2.21
DJ30,BUY,2025-10-03 14:31:00+00:00,2025-10-03 16:40:00+00:00,sl,46641.05,46753.65,46753.65,46801.60769,0.1,583.8,5.02,0.466,1115.0,9.68
EURUSD,BUY,2025-10-03 15:00:00+00:00,2025-10-03 15:37:00+00:00,sl,1.17381,1.17298,1.17298,1.1763,0.03,8.3,2.14,0.198,-9.59,-2.14
GER40,SELL,2025-10-03 15:28:00+00:00,2025-10-06 03:15:00+00:00,sl,24381.38,24441.935,24441.935,24229.9925,0.1,605.5,6.06,0.557,-621.55,-6.06
DJ30,BUY,2025-10-03 17:00:00+00:00,2025-10-03 17:37:00+00:00,sl,46804.05,47014.65,47014.65,47189.44663,0.1,1401.4,12.05,1.08,2095.0,18.11
SP500,BUY,2025-10-03 17:24:00+00:00,2025-10-03 19:08:00+00:00,sl,6740.32,6756.51,6756.51,6767.61125,0.2,109.2,1.88,0.168,158.3,2.78
NAS100,BUY,2025-10-03 17:45:00+00:00,2025-10-03 20:03:00+00:00,sl,24930.16,24860.50926,24860.50926,25086.87415,0.1,696.5,6.97,0.614,-704.51,-6.97
DJ30,BUY,2025-10-03 18:09:00+00:00,2025-10-06 16:45:00+00:00,sl,46928.05,46739.00865,46739.00865,47447.9137,0.1,1890.4,16.26,1.434,-1901.41,-16.26
SP500,BUY,2025-10-03 19:12:00+00:00,2025-10-03 20:03:00+00:00,sl,6754.69,6742.41783,6742.41783,6785.37042,0.2,122.7,2.11,0.186,-126.32,-2.11
EURUSD,BUY,2025-10-03 20:03:00+00:00,2025-10-03 20:53:00+00:00,sl,1.17412,1.17323,1.17323,1.17678,0.03,8.9,2.29,0.203,-10.16,-2.29
SP500,BUY,2025-10-03 20:07:00+00:00,2025-10-03 20:46:00+00:00,sl,6740.57,6727.02033,6727.02033,6774.44417,0.2,135.5,2.33,0.207,-139.1,-2.33
NAS100,SELL,2025-10-03 20:46:00+00:00,2025-10-06 02:33:00+00:00,sl,24801.36,24902.21294,24902.21294,24574.44088,0.1,1008.5,10.09,0.896,-1016.53,-10.09
GBPAUD,SELL,2025-10-06 10:08:00+00:00,2025-10-06 10:58:00+00:00,sl,2.03383,2.03527,2.03527,2.02987,0.03,14.4,2.66,0.24,-16.18,-2.66
Nikkei225,BUY,2025-10-07 01:41:00+00:00,2025-10-07 02:35:00+00:00,sl,48604.0,48499.65625,48499.65625,48917.03125,5.0,1043.4,2.61,0.24,-1173.44,-2.61
Nikkei225,BUY,2025-10-07 04:17:00+00:00,2025-10-07 08:18:00+00:00,sl,48354.0,48115.5,48115.5,49069.5,2.0,2385.0,2.39,0.22,-2515.0,-2.39
GBPUSD,SELL,2025-10-07 10:20:00+00:00,2025-10-07 15:35:00+00:00,sl,1.3437,1.34073,1.34073,1.33919,0.01,16.4,1.41,0.13,28.15,2.56
XAUUSD,BUY,2025-10-07 12:00:00+00:00,2025-10-08 02:51:00+00:00,sl,3952.885,3994.58,3994.58,4010.29,0.01,208.7,17.96,1.658,414.65,35.87
GER40,BUY,2025-10-07 13:45:00+00:00,2025-10-08 13:56:00+00:00,sl,24437.6,24580.8,24580.8,24652.83333,0.1,860.9,8.61,0.795,1416.0,14.32
EU50,SELL,2025-10-07 15:30:00+00:00,2025-10-07 18:07:00+00:00,sl,5640.0,5621.4,5621.4,5592.1875,0.1,159.4,1.59,0.147,173.0,1.86
GBPUSD,SELL,2025-10-07 20:45:00+00:00,2025-10-08 00:58:00+00:00,sl,1.34471,1.3431,1.3431,1.34074,0.02,14.4,2.49,0.229,14.55,2.78
Nikkei225,BUY,2025-10-08 03:16:00+00:00,2025-10-08 07:41:00+00:00,sl,47957.0,47819.46875,47819.46875,48369.59375,4.0,1375.3,2.75,0.244,-1505.31,-2.75
XAUUSD,BUY,2025-10-08 10:05:00+00:00,2025-10-09 02:02:00+00:00,sl,4032.82,4014.87591,4014.87591,4082.16625,0.01,179.4,15.44,1.374,-181.74,-15.44
EU50,SELL,2025-10-08 10:06:00+00:00,2025-10-08 10:37:00+00:00,sl,5611.3,5623.4875,5623.4875,5574.7375,0.2,121.9,2.44,0.217,-134.88,-2.44
EU50,BUY,2025-10-08 11:01:00+00:00,2025-10-08 18:17:00+00:00,sl,5637.6,5661.9,5661.9,5697.7875,0.1,200.6,2.01,0.179,230.0,2.43
NAS100,SELL,2025-10-08 14:23:00+00:00,2025-10-08 16:32:00+00:00,sl,24900.03,24940.90721,24940.90721,24808.05629,0.1,408.8,4.09,0.36,-416.77,-4.09
GBPAUD,SELL,2025-10-08 16:05:00+00:00,2025-10-08 17:12:00+00:00,sl,2.03874,2.04044,2.04044,2.03406,0.02,17.0,2.1,0.185,-18.8,-2.1
SP500,BUY,2025-10-08 17:19:00+00:00,2025-10-08 23:24:00+00:00,sl,6748.57,6764.96,6764.96,6775.87292,0.30000000000000004,109.2,2.82,0.25,160.3,4.23
GBPAUD,SELL,2025-10-08 17:46:00+00:00,2025-10-08 18:19:00+00:00,tp,2.04098,2.03609,2.03772,2.03609,0.02,17.8,2.19,0.194,47.08,6.02
EURUSD,SELL,2025-10-08 18:15:00+00:00,2025-10-08 21:16:00+00:00,sl,1.16142,1.16142,1.16142,1.15764,0.02,12.6,2.17,0.192,-1.3,-0.0
GBPAUD,SELL,2025-10-08 18:32:00+00:00,2025-10-08 22:57:00+00:00,sl,2.03577,2.03414,2.03414,2.03022,0.02,20.2,2.49,0.219,14.45,2.0
NZDUSD,SELL,2025-10-08 19:19:00+00:00,2025-10-08 21:16:00+00:00,sl,0.57744,0.57799,0.57799,0.57581,0.06,5.4,2.81,0.247,-6.85,-2.81
Nikkei225,BUY,2025-10-09 01:13:00+00:00,2025-10-09 02:47:00+00:00,sl,48162.0,48074.7,48074.7,48423.9,6.0,873.0,2.62,0.23,-1003.0,-2.62
Nikkei225,BUY,2025-10-10 02:53:00+00:00,2025-10-10 03:03:00+00:00,sl,48609.0,48474.0,48474.0,49014.0,4.0,1350.0,2.7,0.24,-1480.0,-2.7
GER40,BUY,2025-10-10 09:08:00+00:00,2025-10-10 11:22:00+00:00,sl,24686.7,24648.84167,24648.84167,24781.34583,0.1,378.6,3.79,0.338,-394.58,-3.79
NZDUSD,SELL,2025-10-10 10:00:00+00:00,2025-10-10 10:56:00+00:00,sl,0.57465,0.57506,0.57506,0.57342,0.07,4.1,2.47,0.221,-5.51,-2.47
NZDUSD,SELL,2025-10-10 10:58:00+00:00,2025-10-10 11:11:00+00:00,sl,0.57506,0.57553,0.57553,0.57365,0.06,4.7,2.43,0.217,-6.11,-2.43
GER40,SELL,2025-10-10 11:37:00+00:00,2025-10-10 17:58:00+00:00,sl,24648.1,24525.1,24525.1,24453.35417,0.1,779.0,7.79,0.701,1214.0,12.3
NZDUSD,SELL,2025-10-10 12:27:00+00:00,2025-10-10 18:00:00+00:00,tp,0.57525,0.57368,0.57525,0.57368,0.06,5.2,2.71,0.244,14.33,8.12
GBPUSD,SELL,2025-10-10 12:29:00+00:00,2025-10-10 14:38:00+00:00,sl,1.32949,1.32768,1.32768,1.32434,0.01,18.7,1.61,0.145,16.4,1.55
GBPAUD,SELL,2025-10-10 13:17:00+00:00,2025-10-10 14:12:00+00:00,sl,2.02832,2.02592,2.02592,2.02267,0.02,20.5,2.53,0.227,22.2,2.96
NAS100,BUY,2025-10-10 14:19:00+00:00,2025-10-10 16:38:00+00:00,sl,25141.83,25201.43,25201.43,25248.96143,0.1,476.1,4.76,0.427,588.0,5.96
GBPAUD,SELL,2025-10-10 14:20:00+00:00,2025-10-10 16:58:00+00:00,sl,2.0259,2.02794,2.02794,2.0203,0.02,20.4,2.51,0.225,-22.17,-2.51
GBPUSD,SELL,2025-10-10 16:48:00+00:00,2025-10-10 17:40:00+00:00,sl,1.32738,1.32908,1.32908,1.32271,0.01,17.0,1.46,0.13,-18.57,-1.46
NAS100,BUY,2025-10-10 17:02:00+00:00,2025-10-10 17:57:00+00:00,sl,25174.33,25113.54691,25113.54691,25311.09195,0.1,607.8,6.08,0.543,-615.83,-6.08
SP500,BUY,2025-10-10 17:37:00+00:00,2025-10-10 17:57:00+00:00,sl,6754.62,6742.825,6742.825,6784.1075,0.2,118.0,2.03,0.181,-121.55,-2.03
GBPAUD,BUY,2025-10-10 17:41:00+00:00,2025-10-10 18:00:00+00:00,tp,2.03159,2.03684,2.03312,2.03684,0.02,19.1,2.35,0.21,50.67,6.47
SP500,SELL,2025-10-10 17:57:00+00:00,2025-10-10 18:00:00+00:00,tp,6737.01,6692.75833,6704.34,6692.75833,0.1,177.0,1.52,0.137,438.92,3.81
NAS100,SELL,2025-10-10 18:07:00+00:00,2025-10-10 18:20:00+00:00,sl,24871.03,24740.63,24740.63,24606.0379,0.1,1177.7,11.78,1.033,1296.0,13.04
NZDUSD,SELL,2025-10-10 18:07:00+00:00,2025-10-10 19:50:00+00:00,tp,0.57367,0.57205,0.57367,0.57205,0.06,5.4,2.8,0.245,14.87,8.4
SP500,SELL,2025-10-10 18:16:00+00:00,2025-10-10 18:26:00+00:00,sl,6695.56,6650.01,6650.01,6623.01667,0.1,290.2,2.5,0.219,451.9,3.92
NAS100,SELL,2025-10-10 18:28:00+00:00,2025-10-10 18:35:00+00:00,sl,24658.03,24501.13,24501.13,24316.05812,0.1,1519.9,15.2,1.313,1561.0,15.69
SP500,SELL,2025-10-10 18:28:00+00:00,2025-10-10 20:04:00+00:00,sl,6649.94,6605.81,6605.81,6577.39667,0.1,290.2,2.5,0.216,437.7,3.8
GBPAUD,BUY,2025-10-10 18:39:00+00:00,2025-10-10 18:45:00+00:00,sl,2.05615,2.05106,2.05106,2.07016,0.01,50.9,3.14,0.268,-52.75,-3.14
GBPUSD,BUY,2025-10-10 18:45:00+00:00,2025-10-14 09:11:00+00:00,sl,1.33413,1.3307,1.3307,1.34354,0.01,34.2,2.95,0.252,-35.84,-2.95
NAS100,SELL,2025-10-10 19:06:00+00:00,2025-10-10 21:54:00+00:00,sl,24593.78,24406.53,24406.53,24142.29434,0.1,2006.6,20.07,1.715,1864.5,18.73
GBPAUD,BUY,2025-10-10 19:10:00+00:00,2025-10-10 23:56:00+00:00,sl,2.05785,2.06179,2.06179,2.07386,0.01,58.2,3.59,0.307,37.55,2.42
NZDUSD,SELL,2025-10-10 20:12:00+00:00,2025-10-10 21:22:00+00:00,sl,0.5719,0.5726,0.5726,0.5698,0.04,7.0,2.41,0.204,-8.41,-2.41
GER40,BUY,2025-10-13 08:49:00+00:00,2025-10-13 14:06:00+00:00,sl,24395.8,24334.93333,24334.93333,24547.96667,0.1,608.7,6.09,0.507,-624.67,-6.09
EURUSD,SELL,2025-10-13 11:44:00+00:00,2025-10-13 16:40:00+00:00,sl,1.15843,1.15736,1.15736,1.15379,0.02,15.5,2.66,0.222,9.35,1.83
EU50,SELL,2025-10-13 12:23:00+00:00,2025-10-14 08:42:00+00:00,sl,5572.0,5536.3,5536.3,5481.4375,0.1,301.9,3.02,0.251,344.0,3.57
GBPAUD,BUY,2025-10-13 14:06:00+00:00,2025-10-13 16:49:00+00:00,sl,2.04888,2.04686,2.04686,2.05445,0.02,20.2,2.49,0.209,-22.03,-2.49
GER40,SELL,2025-10-13 14:59:00+00:00,2025-10-13 19:24:00+00:00,sl,24336.2,24429.33333,24429.33333,24103.36667,0.1,931.3,9.31,0.78,-947.33,-9.31
NAS100,SELL,2025-10-13 17:48:00+00:00,2025-10-14 03:16:00+00:00,sl,24646.05,24805.64779,24805.64779,24286.95496,0.1,1596.0,15.96,1.337,-1603.98,-15.96
NZDUSD,SELL,2025-10-13 20:02:00+00:00,2025-10-14 02:50:00+00:00,tp,0.57342,0.5717,0.57222,0.5717,0.06,5.7,2.95,0.249,15.73,8.84
Nikkei225,BUY,2025-10-14 03:15:00+00:00,2025-10-14 06:53:00+00:00,sl,47555.0,47303.0,47303.0,48311.0,2.0,2520.0,2.52,0.211,-2650.0,-2.52
GER40,SELL,2025-10-14 08:22:00+00:00,2025-10-14 08:48:00+00:00,sl,24333.3,24222.8,24222.8,24159.13333,0.1,696.7,6.97,0.593,1089.0,11.05
GER40,SELL,2025-10-14 08:54:00+00:00,2025-10-14 10:07:00+00:00,sl,24264.3,24125.8,24125.8,24037.88333,0.1,905.7,9.06,0.761,1369.0,13.85
GBPUSD,SELL,2025-10-14 10:00:00+00:00,2025-10-14 11:05:00+00:00,sl,1.3279,1.32674,1.32674,1.32164,0.01,22.8,1.96,0.165,10.05,1.0
EURUSD,SELL,2025-10-14 10:07:00+00:00,2025-10-14 10:53:00+00:00,sl,1.15724,1.15539,1.15539,1.15339,0.02,12.8,2.21,0.184,17.2,3.18
NZDUSD,SELL,2025-10-14 10:13:00+00:00,2025-10-14 16:14:00+00:00,sl,0.56919,0.56983,0.56983,0.56726,0.05,6.4,2.77,0.231,-7.84,-2.77
GER40,SELL,2025-10-14 10:37:00+00:00,2025-10-14 18:36:00+00:00,sl,24125.3,24283.7,24283.7,23729.3,0.1,1584.0,15.84,1.319,-1600.0,-15.84
EURUSD,SELL,2025-10-14 10:55:00+00:00,2025-10-14 16:25:00+00:00,sl,1.15519,1.15686,1.15686,1.15019,0.02,16.7,2.87,0.238,-17.97,-2.87
GBPUSD,SELL,2025-10-14 11:17:00+00:00,2025-10-14 16:36:00+00:00,sl,1.32674,1.32952,1.32952,1.31912,0.01,27.7,2.38,0.198,-29.31,-2.38
NZDUSD,SELL,2025-10-14 16:19:00+00:00,2025-10-14 17:10:00+00:00,sl,0.56974,0.57028,0.57028,0.56811,0.06,5.4,2.8,0.233,-6.83,-2.8
XAUUSD,BUY,2025-10-14 16:31:00+00:00,2025-10-15 04:08:00+00:00,sl,4112.305,4178.73,4178.73,4208.14,0.01,348.5,29.98,2.5,661.95,57.14
EURUSD,BUY,2025-10-14 18:40:00+00:00,2025-10-15 10:46:00+00:00,tp,1.15965,1.16442,1.16307,1.16442,0.02,15.9,2.74,0.232,46.4,8.21
DJ30,BUY,2025-10-14 18:41:00+00:00,2025-10-15 16:43:00+00:00,sl,46126.19,46625.79,46625.79,47123.5674,0.1,3626.8,31.19,2.647,4985.0,42.97
SP500,BUY,2025-10-14 20:02:00+00:00,2025-10-14 22:44:00+00:00,sl,6669.81,6637.47817,6637.47817,6750.63958,0.1,323.3,2.78,0.236,-326.92,-2.78
NAS100,BUY,2025-10-14 20:15:00+00:00,2025-10-14 22:43:00+00:00,sl,24764.2,24584.16691,24584.16691,25169.27445,0.1,1800.3,18.0,1.528,-1808.33,-18.0
Nikkei225,SELL,2025-10-15 01:05:00+00:00,2025-10-15 03:28:00+00:00,sl,47022.0,47225.0625,47225.0625,46412.8125,2.0,2030.6,2.03,0.175,-2160.62,-2.03
GER40,BUY,2025-10-15 08:11:00+00:00,2025-10-15 09:52:00+00:00,sl,24365.2,24325.6,24325.6,24464.2,0.1,396.0,3.96,0.327,-412.0,-3.96
GER40,SELL,2025-10-15 09:59:00+00:00,2025-10-15 14:48:00+00:00,sl,24307.1,24220.1,24220.1,24164.87917,0.1,568.9,5.69,0.471,854.0,8.7
XAUUSD,BUY,2025-10-15 10:03:00+00:00,2025-10-15 12:21:00+00:00,sl,4197.875,4176.02,4176.02,4257.97625,0.01,218.6,18.8,1.556,-220.85,-18.8
GBPAUD,SELL,2025-10-15 10:04:00+00:00,2025-10-15 12:17:00+00:00,sl,2.04835,2.04749,2.04749,2.04398,0.03,15.9,2.94,0.243,6.8,1.59
XAUUSD,BUY,2025-10-15 12:22:00+00:00,2025-10-16 13:03:00+00:00,sl,4183.14,4241.75,4241.75,4268.08875,0.01,308.9,26.57,2.215,583.8,50.42
GBPAUD,SELL,2025-10-15 12:39:00+00:00,2025-10-15 13:13:00+00:00,sl,2.04918,2.04789,2.04789,2.0441,0.02,18.5,2.28,0.19,11.1,1.59
GBPAUD,SELL,2025-10-15 13:24:00+00:00,2025-10-15 14:58:00+00:00,sl,2.04802,2.0499,2.0499,2.04286,0.02,18.8,2.31,0.193,-20.58,-2.31
NAS100,BUY,2025-10-15 14:53:00+00:00,2025-10-15 15:19:00+00:00,sl,24813.45,24870.55,24870.55,24942.7671,0.1,574.7,5.75,0.475,563.0,5.71
NAS100,BUY,2025-10-15 15:32:00+00:00,2025-10-15 16:38:00+00:00,sl,24851.45,24789.47574,24789.47574,24990.8921,0.1,619.7,6.2,0.511,-627.74,-6.2
GBPAUD,SELL,2025-10-15 16:20:00+00:00,2025-10-15 16:34:00+00:00,sl,2.04943,2.04943,2.04943,2.04441,0.02,18.3,2.25,0.186,-1.8,-0.0
GBPUSD,SELL,2025-10-15 16:29:00+00:00,2025-10-15 16:53:00+00:00,sl,1.33357,1.33503,1.33503,1.32957,0.02,14.6,2.51,0.206,-16.16,-2.51
NAS100,BUY,2025-10-15 16:41:00+00:00,2025-10-15 16:48:00+00:00,sl,24811.45,24746.96103,24746.96103,24956.55018,0.1,644.9,6.45,0.534,-652.89,-6.45
EURUSD,BUY,2025-10-15 16:48:00+00:00,2025-10-15 19:12:00+00:00,sl,1.16294,1.16294,1.16294,1.16653,0.03,12.0,3.09,0.248,-1.3,0.0
DJ30,BUY,2025-10-15 17:00:00+00:00,2025-10-15 18:34:00+00:00,sl,46679.19,46499.91115,46499.91115,47172.20683,0.1,1792.8,15.42,1.242,-1803.79,-15.42
NAS100,BUY,2025-10-15 17:15:00+00:00,2025-10-15 18:34:00+00:00,sl,24940.95,24851.14853,24851.14853,25143.00331,0.1,898.0,8.98,0.724,-906.01,-8.98
GBPAUD,BUY,2025-10-15 18:40:00+00:00,2025-10-15 20:17:00+00:00,sl,2.05635,2.06048,2.06048,2.06363,0.01,26.5,1.63,0.134,39.45,2.54
EURUSD,BUY,2025-10-15 19:34:00+00:00,2025-10-16 06:04:00+00:00,sl,1.16378,1.16635,1.16635,1.16763,0.02,12.8,2.21,0.182,24.4,4.42
GBPAUD,BUY,2025-10-15 20:20:00+00:00,2025-10-15 20:38:00+00:00,sl,2.0608,2.05786,2.05786,2.06891,0.01,29.5,1.82,0.149,-31.26,-1.82
GBPAUD,BUY,2025-10-15 20:46:00+00:00,2025-10-16 03:00:00+00:00,sl,2.05778,2.05948,2.05948,2.06568,0.01,28.7,1.77,0.145,15.15,1.04
NAS100,BUY,2025-10-15 20:57:00+00:00,2025-10-16 10:57:00+00:00,sl,24739.95,24899.5,24899.5,25139.29191,0.1,1774.9,17.75,1.458,1587.5,15.95
Nikkei225,BUY,2025-10-16 01:45:00+00:00,2025-10-16 09:38:00+00:00,sl,48015.0,48391.3,48391.3,48637.6875,2.0,2075.6,2.08,0.17,3633.0,3.76
GER40,BUY,2025-10-16 08:54:00+00:00,2025-10-16 10:13:00+00:00,sl,24181.5,24136.76667,24136.76667,24293.33333,0.1,447.3,4.47,0.366,-463.33,-4.47
EU50,BUY,2025-10-16 09:51:00+00:00,2025-10-16 10:13:00+00:00,sl,5616.3,5602.425,5602.425,5657.925,0.2,138.8,2.78,0.226,-151.75,-2.78
GER40,SELL,2025-10-16 10:22:00+00:00,2025-10-16 12:20:00+00:00,sl,24125.7,24202.55333,24202.55333,23933.56667,0.1,768.5,7.69,0.63,-784.53,-7.69
EU50,BUY,2025-10-16 11:01:00+00:00,2025-10-16 15:52:00+00:00,sl,5612.3,5642.1,5642.1,5685.9875,0.1,245.6,2.46,0.199,285.0,2.98
EURUSD,BUY,2025-10-16 11:15:00+00:00,2025-10-16 21:25:00+00:00,sl,1.1659,1.16818,1.16818,1.1698,0.02,13.0,2.23,0.181,21.5,3.92
GBPUSD,BUY,2025-10-16 12:20:00+00:00,2025-10-16 14:29:00+00:00,sl,1.3441,1.34235,1.34235,1.34894,0.02,17.6,3.02,0.246,-19.18,-3.02
XAUUSD,BUY,2025-10-16 13:14:00+00:00,2025-10-16 19:09:00+00:00,sl,4239.215,4277.555,4277.555,4295.75,0.01,205.6,17.69,1.384,381.1,32.98
NAS100,BUY,2025-10-16 14:38:00+00:00,2025-10-16 16:47:00+00:00,sl,24922.0,24974.35,24974.35,25053.50588,0.1,584.5,5.84,0.458,515.5,5.24
