symbol,direction,open_time,close_time,status,open_price,close_price,sl,tp,lot,sl_pips,risk_usd,risk_pct,pnl_pips,pnl_usd
SP500,SELL,2026-01-02 16:07:00+00:00,2026-01-02 16:33:00+00:00,sl,6889.75,6879.95,6879.95,6875.2075,0.4,58.2,2.0,0.202,94.4,3.37
NAS100,BUY,2026-01-02 16:36:00+00:00,2026-01-02 16:40:00+00:00,sl,25526.27,25473.03103,25473.03103,25646.05768,0.1,532.4,5.32,0.533,-540.39,-5.32
SP500,SELL,2026-01-02 16:39:00+00:00,2026-01-02 16:47:00+00:00,sl,6876.0,6884.19467,6884.19467,6855.51333,0.30000000000000004,81.9,2.11,0.212,-85.55,-2.11
CADJPY,SELL,2026-01-02 16:51:00+00:00,2026-01-02 17:57:00+00:00,sl,114.1645,114.136,114.136,113.89467,0.03,13.5,2.19,0.221,1.25,0.46
NAS100,BUY,2026-01-02 16:56:00+00:00,2026-01-02 17:10:00+00:00,sl,25582.57,25516.55897,25516.55897,25731.09482,0.1,660.1,6.6,0.666,-668.11,-6.6
GBPAUD,BUY,2026-01-02 17:04:00+00:00,2026-01-02 17:56:00+00:00,tp,2.01219,2.01755,2.01602,2.01755,0.02,19.5,2.4,0.242,51.72,6.6
CADJPY,SELL,2026-01-02 17:58:00+00:00,2026-01-05 02:09:00+00:00,sl,114.0995,114.28262,114.28262,113.73327,0.02,18.3,1.98,0.2,-19.91,-1.98
GBPAUD,BUY,2026-01-02 18:03:00+00:00,2026-01-02 19:05:00+00:00,sl,2.01836,2.01596,2.01596,2.02496,0.01,24.0,1.48,0.149,-25.79,-1.48
NAS100,SELL,2026-01-02 18:11:00+00:00,2026-01-05 02:01:00+00:00,sl,25153.12,25313.08838,25313.08838,24793.19114,0.1,1599.7,16.0,1.617,-1607.68,-16.0
GBPAUD,BUY,2026-01-02 19:17:00+00:00,2026-01-02 21:07:00+00:00,sl,2.01497,2.01252,2.01252,2.02171,0.01,24.5,1.51,0.153,-26.29,-1.51
Nikkei225,BUY,2026-01-05 01:01:00+00:00,2026-01-05 01:11:00+00:00,sl,51208.0,51026.3125,51026.3125,51753.0625,2.0,1816.9,1.82,0.185,-1946.88,-1.82
Nikkei225,BUY,2026-01-05 01:14:00+00:00,2026-01-05 01:42:00+00:00,sl,51028.0,50846.3125,50846.3125,51573.0625,2.0,1816.9,1.82,0.185,-1946.88,-1.82
Nikkei225,BUY,2026-01-05 01:45:00+00:00,2026-01-05 02:01:00+00:00,sl,50868.0,51424.3,51424.3,51602.90625,1.0,2449.7,1.22,0.125,5433.0,2.78
Nikkei225,BUY,2026-01-06 01:03:00+00:00,2026-01-06 01:31:00+00:00,sl,52222.75,52129.96562,52129.96562,52501.10312,5.0,927.8,2.32,0.241,-1057.84,-2.32
Nikkei225,BUY,2026-01-06 03:21:00+00:00,2026-01-06 08:33:00+00:00,sl,52172.75,52604.05,52604.05,52835.00938,2.0,2207.5,2.21,0.23,4183.0,4.31
CADJPY,SELL,2026-01-06 10:02:00+00:00,2026-01-06 10:37:00+00:00,sl,113.6215,113.6215,113.6215,113.3354,0.03,14.3,2.32,0.24,-1.6,-0.0
GBPJPY,BUY,2026-01-06 10:40:00+00:00,2026-01-06 11:04:00+00:00,sl,211.961,211.74995,211.74995,212.43586,0.02,21.1,2.28,0.236,-23.21,-2.28
CADJPY,SELL,2026-01-06 10:51:00+00:00,2026-01-06 11:32:00+00:00,sl,113.6245,113.6215,113.6215,113.30413,0.02,16.0,1.73,0.179,-1.3,0.03
UKOUSD,BUY,2026-01-06 11:38:00+00:00,2026-01-06 17:04:00+00:00,sl,62.3855,61.7888,61.7888,63.42972,0.01,59.7,5.13,0.533,-62.97,-5.13
CADJPY,SELL,2026-01-06 12:10:00+00:00,2026-01-07 03:34:00+00:00,sl,113.564,113.4075,113.4075,113.20885,0.02,17.8,1.92,0.199,14.05,1.69
GBPJPY,BUY,2026-01-06 12:31:00+00:00,2026-01-06 14:40:00+00:00,sl,211.6505,211.39655,211.39655,212.22189,0.01,25.4,1.37,0.142,-27.5,-1.37
EURUSD,SELL,2026-01-06 13:00:00+00:00,2026-01-06 15:35:00+00:00,sl,1.17107,1.17107,1.17107,1.16792,0.02,10.5,1.8,0.187,-1.3,-0.0
DJ30,BUY,2026-01-06 14:40:00+00:00,2026-01-06 16:38:00+00:00,sl,48956.6,49052.7,49052.7,49146.82596,0.1,691.7,5.95,0.619,950.0,8.26
SP500,BUY,2026-01-06 14:42:00+00:00,2026-01-06 15:50:00+00:00,sl,6908.99,6903.05633,6903.05633,6923.82417,0.4,59.3,2.04,0.212,-62.94,-2.04
EU50,BUY,2026-01-06 16:10:00+00:00,2026-01-06 21:14:00+00:00,sl,5931.61,5950.91,5950.91,5979.31,0.1,159.0,1.59,0.166,180.0,1.93
SP500,BUY,2026-01-06 16:37:00+00:00,2026-01-06 16:50:00+00:00,sl,6913.74,6924.18,6924.18,6931.38,0.30000000000000004,70.6,1.82,0.19,100.8,2.69
DJ30,BUY,2026-01-06 16:58:00+00:00,2026-01-06 18:59:00+00:00,sl,49100.1,49292.7,49292.7,49482.67524,0.1,1391.2,11.96,1.233,1915.0,16.56
XAUUSD,BUY,2026-01-06 17:06:00+00:00,2026-01-07 07:34:00+00:00,sl,4487.015,4457.04636,4457.04636,4569.42875,0.01,299.7,25.78,2.67,-301.99,-25.78
SP500,BUY,2026-01-06 19:03:00+00:00,2026-01-06 20:45:00+00:00,sl,6923.74,6944.93,6944.93,6959.22708,0.2,141.9,2.44,0.249,208.3,3.64
UKOUSD,SELL,2026-01-06 20:49:00+00:00,2026-01-06 21:16:00+00:00,sl,61.4025,61.0325,61.0325,60.68115,0.01,41.2,3.55,0.36,33.7,3.18
UKOUSD,SELL,2026-01-08 09:15:00+00:00,2026-01-08 10:03:00+00:00,sl,60.5895,60.3945,60.3945,60.1695,0.01,24.0,2.06,0.214,16.2,1.68
GBPAUD,BUY,2026-01-08 10:03:00+00:00,2026-01-08 10:29:00+00:00,sl,2.00741,2.00557,2.00557,2.01247,0.02,18.4,2.27,0.234,-20.2,-2.27
UKOUSD,SELL,2026-01-08 10:08:00+00:00,2026-01-08 11:41:00+00:00,sl,60.4245,60.708,60.708,59.92838,0.01,28.3,2.44,0.252,-31.65,-2.44
EURUSD,SELL,2026-01-08 10:10:00+00:00,2026-01-08 11:59:00+00:00,sl,1.1677,1.1677,1.1677,1.16565,0.04,6.8,2.35,0.243,-1.3,-0.0
CADJPY,SELL,2026-01-08 10:10:00+00:00,2026-01-08 13:15:00+00:00,sl,112.8375,113.02139,113.02139,112.46971,0.02,18.4,1.99,0.205,-19.99,-1.99
NAS100,BUY,2026-01-08 14:05:00+00:00,2026-01-08 15:21:00+00:00,sl,25603.65,25654.75,25654.75,25715.69504,0.1,498.0,4.98,0.518,503.0,5.11
EURUSD,SELL,2026-01-08 14:10:00+00:00,2026-01-08 18:23:00+00:00,tp,1.16742,1.16551,1.16742,1.16551,0.04,6.4,2.2,0.229,17.89,6.6
UKOUSD,BUY,2026-01-08 15:22:00+00:00,2026-01-08 16:20:00+00:00,sl,61.2785,61.5445,61.5445,61.88015,0.01,34.4,2.96,0.306,23.3,2.29
NAS100,BUY,2026-01-08 15:37:00+00:00,2026-01-08 16:31:00+00:00,sl,25639.65,25587.10588,25587.10588,25757.87426,0.1,525.4,5.25,0.543,-533.44,-5.25
GBPAUD,BUY,2026-01-08 16:30:00+00:00,2026-01-08 17:09:00+00:00,sl,2.00782,2.0062,2.0062,2.01228,0.02,16.2,2.0,0.206,-18.02,-2.0
NAS100,SELL,2026-01-08 16:31:00+00:00,2026-01-08 16:41:00+00:00,sl,25583.85,25511.2,25511.2,25411.05496,0.1,768.0,7.68,0.797,718.5,7.27
SP500,SELL,2026-01-08 16:38:00+00:00,2026-01-08 17:08:00+00:00,sl,6915.63,6925.80567,6925.80567,6890.19083,0.2,101.8,1.75,0.182,-105.36,-1.75
NAS100,SELL,2026-01-08 16:50:00+00:00,2026-01-08 23:38:00+00:00,sl,25480.6,25564.80956,25564.80956,25291.12849,0.1,842.1,8.42,0.867,-850.1,-8.42
GBPJPY,BUY,2026-01-08 17:27:00+00:00,2026-01-08 18:26:00+00:00,sl,211.0115,210.7908,210.7908,211.50807,0.02,22.1,2.38,0.246,-24.17,-2.38
DJ30,BUY,2026-01-08 17:55:00+00:00,2026-01-09 17:28:00+00:00,sl,49179.1,49488.7,49488.7,49785.26346,0.1,2204.2,18.96,1.96,3085.0,26.63
XAUUSD,BUY,2026-01-08 17:56:00+00:00,2026-01-12 01:01:00+00:00,sl,4451.7,4521.515,4521.515,4551.7275,0.01,363.7,31.29,3.235,695.85,60.06
NZDUSD,SELL,2026-01-08 18:26:00+00:00,2026-01-08 23:43:00+00:00,sl,0.57473,0.5753,0.5753,0.57304,0.04,5.7,1.95,0.2,-7.05,-1.95
GER40,BUY,2026-01-09 08:43:00+00:00,2026-01-09 09:04:00+00:00,sl,25218.0,25184.08333,25184.08333,25302.79167,0.1,339.2,3.39,0.353,-355.17,-3.39
UKOUSD,BUY,2026-01-09 09:14:00+00:00,2026-01-09 10:03:00+00:00,sl,63.0435,62.7768,62.7768,63.51023,0.01,26.7,2.29,0.24,-29.97,-2.29
NZDUSD,SELL,2026-01-09 10:02:00+00:00,2026-01-09 15:30:00+00:00,tp,0.5733,0.5721,0.5733,0.5721,0.06,4.0,2.07,0.216,10.65,6.22
USDJPY,BUY,2026-01-09 10:03:00+00:00,2026-01-09 16:13:00+00:00,sl,157.5095,157.8335,157.8335,158.05834,0.02,18.3,1.98,0.207,30.5,3.5
CADJPY,BUY,2026-01-09 14:04:00+00:00,2026-01-09 15:06:00+00:00,sl,113.625,113.53595,113.53595,113.8031,0.04,8.9,1.92,0.201,-10.5,-1.92
GBPAUD,BUY,2026-01-09 15:06:00+00:00,2026-01-09 15:30:00+00:00,sl,2.01054,2.00905,2.00905,2.01463,0.02,14.9,1.83,0.192,-16.66,-1.83
GBPAUD,SELL,2026-01-09 15:30:00+00:00,2026-01-09 15:51:00+00:00,sl,2.0085,2.00712,2.00712,2.00343,0.02,18.4,2.27,0.237,12.05,1.71
NAS100,BUY,2026-01-09 15:45:00+00:00,2026-01-09 16:18:00+00:00,sl,25644.15,25596.66838,25596.66838,25750.98364,0.1,474.8,4.75,0.496,-482.82,-4.75
NZDUSD,SELL,2026-01-09 16:12:00+00:00,2026-01-09 17:10:00+00:00,tp,0.57318,0.57127,0.57186,0.57127,0.04,6.4,2.19,0.228,17.69,6.57
EURUSD,SELL,2026-01-09 16:31:00+00:00,2026-01-09 17:32:00+00:00,sl,1.16387,1.16302,1.16302,1.15896,0.01,16.4,1.41,0.147,7.25,0.74
GBPUSD,SELL,2026-01-09 17:05:00+00:00,2026-01-12 02:38:00+00:00,sl,1.33979,1.34286,1.34286,1.33134,0.01,30.7,2.64,0.276,-32.31,-2.64
NZDUSD,SELL,2026-01-09 17:19:00+00:00,2026-01-09 17:31:00+00:00,sl,0.57139,0.57227,0.57227,0.56874,0.03,8.8,2.28,0.236,-10.22,-2.28
USDJPY,BUY,2026-01-09 17:29:00+00:00,2026-01-12 02:34:00+00:00,sl,158.141,157.75868,157.75868,159.28797,0.01,38.2,2.06,0.208,-40.13,-2.06
UKOUSD,BUY,2026-01-09 17:37:00+00:00,2026-01-12 23:48:00+00:00,sl,63.7335,64.5135,64.5135,65.15888,0.01,81.5,7.01,0.708,74.7,6.71
EURUSD,BUY,2026-01-12 10:18:00+00:00,2026-01-12 11:53:00+00:00,sl,1.16833,1.16833,1.16833,1.17171,0.02,11.3,1.94,0.186,-1.3,0.0
GBPJPY,BUY,2026-01-12 10:25:00+00:00,2026-01-12 12:16:00+00:00,sl,212.2925,212.486,212.486,212.73283,0.02,19.6,2.11,0.202,17.25,2.09
GBPAUD,BUY,2026-01-12 10:31:00+00:00,2026-01-12 11:24:00+00:00,sl,2.00607,2.00607,2.00607,2.01021,0.02,15.0,1.85,0.177,-1.8,0.0
CADJPY,BUY,2026-01-12 10:46:00+00:00,2026-01-12 13:07:00+00:00,sl,113.7285,113.7285,113.7285,113.98379,0.03,12.8,2.07,0.198,-1.6,0.0
GBPAUD,BUY,2026-01-12 11:27:00+00:00,2026-01-12 14:47:00+00:00,sl,2.00666,2.00729,2.00729,2.01114,0.02,16.3,2.0,0.192,4.45,0.77
EU50,BUY,2026-01-12 12:45:00+00:00,2026-01-12 16:40:00+00:00,sl,5998.5,6020.8,6020.8,6054.75,0.1,187.5,1.88,0.179,210.0,2.23
EURUSD,BUY,2026-01-12 12:51:00+00:00,2026-01-12 16:12:00+00:00,sl,1.1684,1.1684,1.1684,1.1716,0.02,10.7,1.83,0.175,-1.3,0.0
GBPJPY,BUY,2026-01-12 14:07:00+00:00,2026-01-12 18:31:00+00:00,sl,212.67,212.9425,212.9425,213.1776,0.02,22.6,2.44,0.233,25.15,2.94
NAS100,BUY,2026-01-12 15:15:00+00:00,2026-01-12 16:31:00+00:00,sl,25597.35,25651.95,25651.95,25706.2682,0.1,484.1,4.84,0.462,538.0,5.46
NAS100,BUY,2026-01-12 16:41:00+00:00,2026-01-12 17:26:00+00:00,sl,25729.85,25788.7,25788.7,25874.87574,0.1,644.6,6.45,0.61,580.5,5.89
HUBS,SELL,2026-01-12 16:57:00+00:00,2026-01-12 16:58:00+00:00,sl,367.305,370.42196,370.42196,359.51259,0.96,3.1,2.62,0.249,-3.12,-2.62
SP500,BUY,2026-01-12 17:12:00+00:00,2026-01-12 20:23:00+00:00,sl,6963.44,6980.38,6980.38,6991.37875,0.2,111.8,1.92,0.182,165.8,2.91
GBPUSD,BUY,2026-01-12 17:30:00+00:00,2026-01-12 19:19:00+00:00,sl,1.34742,1.34594,1.34594,1.3515,0.02,14.8,2.55,0.241,-16.45,-2.55
NAS100,BUY,2026-01-12 18:28:00+00:00,2026-01-13 15:32:00+00:00,sl,25797.35,25896.61,25896.61,26008.56048,0.1,938.7,9.39,0.886,984.6,9.93
GBPJPY,BUY,2026-01-12 20:17:00+00:00,2026-01-13 02:51:00+00:00,sl,212.7915,213.104,213.104,213.25748,0.02,20.7,2.24,0.211,29.15,3.38
SP500,BUY,2026-01-12 20:34:00+00:00,2026-01-13 02:01:00+00:00,sl,6979.69,6970.02417,6970.02417,7003.85458,0.30000000000000004,96.7,2.49,0.235,-100.26,-2.49
Nikkei225,BUY,2026-01-13 01:07:00+00:00,2026-01-13 01:45:00+00:00,sl,54048.75,53949.75,53949.75,54345.75,5.0,990.0,2.48,0.231,-1120.0,-2.48
UKOUSD,BUY,2026-01-13 09:40:00+00:00,2026-01-13 11:17:00+00:00,sl,64.5575,64.9045,64.9045,65.27412,0.01,40.9,3.52,0.33,31.4,2.99
GBPJPY,BUY,2026-01-13 10:12:00+00:00,2026-01-13 15:00:00+00:00,sl,214.115,213.85985,213.85985,214.68909,0.01,25.5,1.38,0.129,-27.62,-1.38
EU50,BUY,2026-01-13 10:15:00+00:00,2026-01-13 12:14:00+00:00,sl,6032.89,6019.015,6019.015,6074.515,0.1,138.8,1.39,0.13,-151.75,-1.39
GBPUSD,SELL,2026-01-13 14:00:00+00:00,2026-01-13 15:30:00+00:00,sl,1.34716,1.34696,1.34696,1.34497,0.03,8.0,2.06,0.193,0.45,0.53
SP500,BUY,2026-01-13 14:01:00+00:00,2026-01-13 15:30:00+00:00,tp,6976.06,6990.60833,6970.24067,6990.60833,0.5,58.2,2.5,0.234,141.88,6.26
XAUUSD,BUY,2026-01-13 14:39:00+00:00,2026-01-13 15:43:00+00:00,sl,4584.245,4617.08,4617.08,4630.65125,0.01,168.7,14.52,1.358,326.05,28.25
GBPJPY,BUY,2026-01-13 15:37:00+00:00,2026-01-13 17:18:00+00:00,sl,213.9945,213.75995,213.75995,214.52224,0.02,23.5,2.53,0.234,-25.55,-2.53
EU50,BUY,2026-01-13 15:41:00+00:00,2026-01-13 17:26:00+00:00,sl,6036.89,6021.515,6021.515,6083.015,0.1,153.8,1.54,0.142,-166.75,-1.54
DJ30,BUY,2026-01-13 15:53:00+00:00,2026-01-13 16:43:00+00:00,sl,49563.13,49412.19731,49412.19731,49978.1949,0.1,1509.3,12.98,1.166,-1520.33,-12.98
XAUUSD,BUY,2026-01-13 16:03:00+00:00,2026-01-13 20:21:00+00:00,sl,4612.31,4583.62727,4583.62727,4691.1875,0.01,286.8,24.67,2.217,-289.13,-24.67
NZDUSD,SELL,2026-01-13 17:01:00+00:00,2026-01-13 17:52:00+00:00,sl,0.57596,0.57472,0.57472,0.5738,0.04,7.2,2.48,0.225,11.0,4.27
NZDUSD,SELL,2026-01-13 17:57:00+00:00,2026-01-14 03:40:00+00:00,sl,0.57486,0.57356,0.57356,0.57253,0.04,7.7,2.66,0.242,11.5,4.44
UKOUSD,BUY,2026-01-13 18:06:00+00:00,2026-01-13 21:16:00+00:00,sl,66.0475,65.08,65.08,67.74062,0.01,96.7,8.32,0.757,-100.05,-8.32
DJ30,SELL,2026-01-13 18:07:00+00:00,2026-01-14 17:36:00+00:00,sl,49310.03,48922.83,48922.83,48536.03721,0.1,2814.5,24.2,2.2,3861.0,33.3
Nikkei225,BUY,2026-01-14 01:08:00+00:00,2026-01-14 01:55:00+00:00,sl,53961.43,53829.2425,53829.2425,54357.9925,4.0,1321.9,2.64,0.248,-1451.88,-2.64
Nikkei225,BUY,2026-01-14 01:56:00+00:00,2026-01-14 02:13:00+00:00,sl,53868.93,54210.23,54210.23,54284.055,3.0,1383.8,2.08,0.195,3283.0,5.12
Nikkei225,BUY,2026-01-14 02:21:00+00:00,2026-01-14 03:09:00+00:00,sl,54064.93,54439.73,54439.73,54636.48625,2.0,1905.2,1.91,0.178,3618.0,3.75
Nikkei225,BUY,2026-01-14 03:13:00+00:00,2026-01-14 06:51:00+00:00,sl,54429.93,54192.33,54192.33,55142.73,2.0,2376.0,2.38,0.221,-2506.0,-2.38
GER40,SELL,2026-01-14 08:14:00+00:00,2026-01-14 09:00:00+00:00,sl,25398.97,25434.09667,25434.09667,25311.15333,0.1,351.3,3.51,0.327,-367.27,-3.51
EU50,BUY,2026-01-14 09:10:00+00:00,2026-01-14 10:22:00+00:00,sl,6041.39,6054.19,6054.19,6073.4525,0.2,106.9,2.14,0.199,115.0,2.56
GBPUSD,SELL,2026-01-14 10:01:00+00:00,2026-01-14 10:51:00+00:00,sl,1.3439,1.34492,1.34492,1.3411,0.03,10.2,2.63,0.245,-11.79,-2.63
NZDUSD,SELL,2026-01-14 10:06:00+00:00,2026-01-14 11:13:00+00:00,sl,0.5746,0.57498,0.57498,0.57347,0.08,3.8,2.6,0.243,-5.18,-2.6
EURUSD,SELL,2026-01-14 10:29:00+00:00,2026-01-14 11:11:00+00:00,sl,1.16429,1.16489,1.16489,1.16248,0.05,6.0,2.59,0.241,-7.31,-2.59
NZDUSD,SELL,2026-01-14 11:34:00+00:00,2026-01-14 16:05:00+00:00,sl,0.5747,0.5747,0.5747,0.57342,0.07,4.3,2.56,0.24,-1.4,-0.0
UKOUSD,BUY,2026-01-14 12:56:00+00:00,2026-01-14 22:02:00+00:00,sl,66.5635,65.698,65.698,68.07812,0.01,86.5,7.45,0.698,-89.85,-7.45
EURUSD,SELL,2026-01-14 14:16:00+00:00,2026-01-14 14:54:00+00:00,sl,1.16458,1.16527,1.16527,1.16252,0.04,6.9,2.36,0.222,-8.17,-2.36
CADJPY,SELL,2026-01-14 16:17:00+00:00,2026-01-14 17:05:00+00:00,sl,114.1875,114.0955,114.0955,113.61669,0.01,28.5,1.54,0.145,7.6,0.5
EU50,SELL,2026-01-14 16:41:00+00:00,2026-01-15 08:15:00+00:00,sl,6026.59,6046.2775,6046.2775,5967.5275,0.1,196.9,1.97,0.185,-209.88,-1.97
NZDUSD,SELL,2026-01-14 17:43:00+00:00,2026-01-14 17:57:00+00:00,sl,0.57481,0.57539,0.57539,0.57307,0.05,5.8,2.5,0.227,-7.2,-2.5
CADJPY,SELL,2026-01-14 17:43:00+00:00,2026-01-14 21:31:00+00:00,sl,113.964,114.23833,114.23833,113.41535,0.01,27.4,1.48,0.135,-29.03,-1.48
GBPUSD,SELL,2026-01-14 19:36:00+00:00,2026-01-15 00:39:00+00:00,sl,1.34333,1.34455,1.34455,1.33998,0.02,12.2,2.1,0.191,-13.79,-2.1
GER40,BUY,2026-01-15 08:10:00+00:00,2026-01-15 09:54:00+00:00,sl,25393.07,25346.76,25346.76,25508.845,0.1,463.1,4.63,0.427,-479.1,-4.63
UKOUSD,SELL,2026-01-15 09:21:00+00:00,2026-01-15 11:52:00+00:00,sl,64.4665,63.9965,63.9965,63.46375,0.01,57.3,4.93,0.455,43.7,4.04
GER40,SELL,2026-01-15 10:12:00+00:00,2026-01-15 17:59:00+00:00,sl,25304.97,25384.995,25384.995,25104.9075,0.1,800.2,8.0,0.742,-816.25,-8.0
GBPJPY,BUY,2026-01-15 11:07:00+00:00,2026-01-15 11:15:00+00:00,sl,213.2965,213.0024,213.0024,213.95822,0.01,29.4,1.59,0.147,-31.51,-1.59
CADJPY,SELL,2026-01-15 12:02:00+00:00,2026-01-15 15:30:00+00:00,sl,113.9115,114.13953,114.13953,113.45544,0.02,22.8,2.46,0.228,-24.4,-2.46
UKOUSD,SELL,2026-01-15 12:24:00+00:00,2026-01-15 13:48:00+00:00,sl,63.7865,64.5935,64.5935,62.37425,0.01,80.7,6.94,0.643,-84.0,-6.94
NAS100,BUY,2026-01-15 14:01:00+00:00,2026-01-15 15:47:00+00:00,sl,25700.26,25762.31,25762.31,25834.56515,0.1,596.9,5.97,0.556,612.5,6.21
SP500,BUY,2026-01-15 14:04:00+00:00,2026-01-15 15:47:00+00:00,sl,6957.31,6968.0,6968.0,6975.17167,0.4,71.4,2.46,0.229,103.3,3.68
EURUSD,SELL,2026-01-15 15:30:00+00:00,2026-01-15 16:20:00+00:00,sl,1.16107,1.16107,1.16107,1.15816,0.03,9.7,2.5,0.234,-1.3,-0.0
SP500,BUY,2026-01-15 15:57:00+00:00,2026-01-15 16:27:00+00:00,sl,6966.06,6976.5,6976.5,6982.86292,0.4,67.2,2.31,0.214,100.8,3.59
NAS100,BUY,2026-01-15 16:02:00+00:00,2026-01-15 16:27:00+00:00,sl,25755.21,25799.56,25799.56,25867.40393,0.1,498.6,4.99,0.461,435.5,4.44
UKOUSD,SELL,2026-01-15 16:12:00+00:00,2026-01-15 16:36:00+00:00,sl,64.0815,63.5715,63.5715,62.99738,0.01,62.0,5.33,0.493,47.7,4.39
SP500,BUY,2026-01-15 16:31:00+00:00,2026-01-15 16:42:00+00:00,sl,6974.81,6965.668,6965.668,6997.665,0.30000000000000004,91.4,2.36,0.217,-95.02,-2.36
EURUSD,SELL,2026-01-15 16:31:00+00:00,2026-01-15 17:07:00+00:00,sl,1.16063,1.16063,1.16063,1.15657,0.02,13.5,2.33,0.214,-1.3,-0.0
NAS100,BUY,2026-01-15 16:39:00+00:00,2026-01-15 16:46:00+00:00,sl,25744.21,25811.81,25811.81,25885.66221,0.1,628.7,6.29,0.575,668.0,6.76
UKOUSD,SELL,2026-01-15 16:47:00+00:00,2026-01-16 11:33:00+00:00,sl,63.8615,64.583,64.583,62.59887,0.01,72.2,6.21,0.565,-75.45,-6.21
NAS100,BUY,2026-01-15 16:53:00+00:00,2026-01-15 17:52:00+00:00,sl,25741.96,25665.59235,25665.59235,25913.78721,0.1,763.7,7.64,0.696,-771.68,-7.64
SP500,BUY,2026-01-15 16:53:00+00:00,2026-01-15 18:52:00+00:00,sl,6968.06,6983.0,6983.0,6993.9775,0.30000000000000004,103.7,2.67,0.244,145.8,3.85
EURUSD,SELL,2026-01-15 18:02:00+00:00,2026-01-15 20:06:00+00:00,sl,1.16016,1.16147,1.16147,1.15621,0.02,13.2,2.26,0.209,-14.46,-2.26
NAS100,BUY,2026-01-15 18:12:00+00:00,2026-01-15 21:27:00+00:00,sl,25758.46,25653.09382,25653.09382,25995.5339,0.1,1053.7,10.54,0.974,-1061.66,-10.54
SP500,BUY,2026-01-15 18:56:00+00:00,2026-01-15 21:26:00+00:00,sl,6981.31,6965.9835,6965.9835,7019.62625,0.2,153.3,2.64,0.243,-156.87,-2.64
Nikkei225,SELL,2026-01-16 01:02:00+00:00,2026-01-16 02:48:00+00:00,sl,54030.93,53789.13,53789.13,53638.58625,4.0,1307.8,2.62,0.244,2288.0,4.84
Nikkei225,SELL,2026-01-16 03:51:00+00:00,2026-01-16 06:21:00+00:00,sl,53905.93,54112.64875,54112.64875,53285.77375,2.0,2067.2,2.07,0.192,-2197.19,-2.07
